Amharic,Oromo,domain
በቅርቡ የአየር ንብረት ለውጥን ትለምዳለህ።,jijjiirama qilleensaa yeroo dhiyootti ni baratta.,Agriculture
ፈረንሳይኛ የሚናገሩ ሰራተኞች አሉዎት፧,hojjettoota afaan faransaayii dubbatan qabduu?,General
የመመረጥ እድሉ ጥሩ ነው።,Carraan filatamuu isaa gaarii dha.,General
እሱዋን ለማዳመጥ ሞክረዋል፧,ishee dhaggeeffachuuf yaaltee?,General
በጣም በፍጥነት እያወራሁ ነው፧,saffisaan dubbachaa jiraa?,General
ማንኛውም ልጅ መልስ መስጠት ይችላል።,mucaan kamiyyuu kanaaf deebii kennuu danda'a.,Education
አሁንም ከሃይማኖታዊ እምነቶች ጋር እየታገለ ነው።,ammas amantaa amantii wajjin wal'aansoo qabaa jira.,Religion
ምን ልታስተምረኝ ትችላለህ፧,maal na barsiisuu dandeessa?,General
በማየቴ ሁሌም ደስ ይለኛል።,yeroo hunda si arguun na gammachiisa.,General
በእግር ሲጓዙ አያነብቡ።,osoo deemtuu hin dubbisinaa.,General
እንደማታደርግ አውቄ ነበር።,akkas akka hin goone nan beeka ture.,General
በቀኝ አይን አይነ ስውር ነኝ።,ija mirgaa jaamaadha.,General
ትንሽ ፈርቼ ነበር።,xiqqoo sodaan natti dhaga'ame.,General
ያንን አላደረግኩም።,ani akkas hin goone.,General
ቶም በጣም ቀደም ብሎ መነሳት አልነበረበትም።,toom akkas dafee ka'uu hin qabu ture.,Health/Medical
ፖም ቀረጸ።,abaaboo tokko sketch godhe.,General
ስሙ በከተማው ውስጥ ለሁሉም ሰው ይታወቃል።,Maqaan isaa nama magaalattii keessa jiru hundaan beeka.,General
የምኖረው በዚህ የከተማው ክፍል ነው።,kutaa magaalattii kana keessa jiraadha.,Education
እሱ ታናሽ ወንድሜ ነው።,inni obboleessa koo isa quxisuuti.,General
በዚህ ረገድ ሴቶች ከወንዶች የተሻሉ ናቸው።,kana irratti dubartoonni dhiirota caalaa ni caalu.,General
ለልደትዋ ምን ሰጣት አልክ፧,guyyaa dhaloota isheetiif maal kennite jette?,Religion
እንድትመለስ እፈልጋለሁ።,akka ati duubatti deebitu nan barbaada.,General
"ምንም ብትል መልሱ ""አይ"" ነው።","waan fedhe yoo jette deebiin isaa ""lakki"" jechuudha.",General
በአጋጣሚ የሚባል ነገር የለም።,akka tasaa wanti jedhamu hin jiru.,General
አንዳንዴ ከራሴ እቀድማለሁ።,yeroo tokko tokko of dursa.,General
ማንንም አላውቅም ነበር።,ani nama tokkollee hin beeku ture.,General
እድሎቹን በሚገባ ይጠቀማል።,carraa argatutti akka gaariitti fayyadama.,General
በዚህ ሁሉ ቅሬታ ምን ያህል እንደሰለቸኝ አታውቅም።,komii kana hunda hammam akkan dadhabe yaada hin qabdu.,General
ከመጻፍ ማንበብ እመርጣለሁ።,barreessuu caalaa dubbisuu nan filadha.,General
ምን አይነት ምግብ በልተሃል፧,Nyaata akkamii nyaatte?,General
ያንን ችላ እላለሁ።,sana bira darba.,General
ይህ ባርኔጣ ለእኔ ጥሩ መስሎ አይታየኝም፧,kopheen kun natti gaarii natti hin fakkaatuu?,General
ቶም ምን እንደተፈጠረ የሚያውቅ ይመስልዎታል፧,toom wanta taʼe ni beeka jettanii yaaddaa?,General
ጥቅጥቅ ያለ ጭጋግ ህንጻውን ለማየት የማይቻል አድርጎታል።,awwaara furdaan gamoo sana arguun akka hin danda'amne taasiseera.,General
የወንዙ አልጋ አሸዋማ ነው።,lagaa cirracha qaba.,Health/Medical
ዶክተሩ በዚያ ቀን ከሃምሳ በላይ ታካሚዎችን መርምሯል።,doktarri kun guyyaa sana dhukkubsattoota shantama ol qorate.,Health/Medical
ሁሉንም ኩኪዎች በልተሃል፧,kukii hunda nyaattee?,General
መታጠቢያ ቤታችን ውስጥ አንድ የመታጠቢያ ፎጣ ብቻ አለ።,mana fincaanii keenya keessa haalluu dhiqannaa tokko qofatu jira.,General
ይህ ሳይናገር የሚሄድ ይመስለኛል፣ አይደል፧,sun jechuun waan hin oolle jedheen tilmaama mitiiree?,General
ፈገግታ ምንም ዋጋ አያስከፍልም።,kolfi homaa hin baasu.,Business/Economy
በአስራ ሰባት አመቱዋ አገባች።,umurii kudha torbaatti heerumte.,General
እባክዎ በአሳንሰር ውስጥ ከማጨስ ይቆጠቡ።,mee liftii keessatti tamboo xuuxuu irraa of qusadhaa.,General
በእውነቱ ለመናገር ፍላጎት የለኝም።,dhuguma dubbachuun natti hin dhagahamu.,General
ልጆቼ በእኔ ይታመናሉ።,ijoolleen koo natti hirkatu.,General
ይህን ጨዋታ እንዴት መጫወት እንደሚችሉ ያውቃሉ፧,tapha kana akkamitti akka taphatan beektuu?,General
ሀይቆቹ በረዶ ሆነዋል።,haroonni kun qorraan qabbanaa'aniiru.,General
ኡቡንቱ ታዋቂ የሊኑክስ ስርጭት ነው።,ubuntu raabsa liinux beekamaadha.,Government
በባህሪው ያፍራል።,amala isaatti ni qaana'a.,General
ይህ 223-1374 ነው፧,kun 223-1374 dha?,General
አሁን የነገርኳችሁን ነገር ማስታወስ አለባችሁ።,waanan amma siin jedhe yaada keessa galchuu qabda.,General
ለምን እኔን ማነጋገር ይፈልጋሉ፧,maaliif na haasofsiisuu barbaadu?,General
ቶምን ለምን እንረዳዋለን፧,maaliif toom gargaaraa jirra?,General
ሴት ልጁ በተወለደች ጊዜ በናጋኖ ለሰባት አመታት ኖረ።,yeroo intalli isaa dhalattu waggoota torbaaf nagaanoo keessa jiraachaa ture.,General
አምስት ሰአት ሳይቀረው ቤት ደረሰ።,sa'aatii shan dura yeroo muraasa dura mana gahe.,General
ይህን ሰርግ ምን ያህል ጊዜ ሲያቅዱ ኖረዋል፧,cidha kana yeroo hangamii karoorfattanii?,General
ትምህርት ቤትዎ ከዚህ በጣም ሩቅ ነው፧,manni barumsaa keessan as irraa fagoodhaa?,Education
ቶም ማርያምን አገኘ።,toom meerii argate.,Religion
ዝም ትላለህ፧,callistaa?,General
ይህ ለምን እየሆነ እንደሆነ አስባለሁ።,kun maaliif ta'aa jira jedheen yaada.,General
አደጋዎቹን ጠንቅቄ አውቃለሁ።,balaa kana sirriitti beeka.,General
ምን ማድረግ እንዳለብን ይንገሩን።,waan goonu nuuf himaa.,General
ለስፖርት ግድ የለኝም።,ispoortiidhaaf dhimma hin qabu.,Education
ለምን እንዲህ ያለ ነገር አደረገ፧,maaliif waan akkasii godhe?,General
ይህን አስቀድሜ ነግሬአችኹዋለሁ፧,kana dursee isinitti himeeraa?,General
ቶም እንዲወደኝ በእውነት እፈልጋለሁ።,toom akka na jaallatu baay'een barbaada.,Religion
እብድ ነኝ።,ani maraadheera.,General
በቤት ውስጥ ነገሮች እንዴት ናቸው፧,wantoonni mana keessa jiran akkam?,General
ይህን ጨዋታ አልጫወትም።,tapha kana taphachuuf hin deemu.,General
አንተን ለመርዳት የተቻለኝን ሁሉ አደርጋለሁ።,si gargaaruuf humna koo hunda nan godha.,General
ሁሉም ዝም አሉ።,hundi isaanii callisanii ilaalan.,General
ቶም ያንን እንዳታደርግ በግልጽ ነገርኩት።,toomiin akkas akka hin goone ifatti itti hime.,Agriculture
ለምን አልነገርከኝም፧,isin maaliif natti hin himne?,General
እየዘነበ ነው፧,roobni roobaa jiraa?,General
ሻይ ቢያንስ ለ 5 ደቂቃዎች እንዲጠጣ ያድርጉት።,shaayiin yoo xiqqaate daqiiqaa 5f akka dhangala'u haa godhu.,Agriculture
ይህችን ከተማ በፍጹም አልወድም።,magaalaa kana tasuma hin jaalladhu.,General
እንደ ሰው አድርጉ።,akka namaatti hojjedhu.,General
"ተቃውሞ! ""የቀጠለ!""","mormii! ""itti fufiinsa qaba!""",General
ሀምራዊ ናቸው፧,isaan diimaadhaa?,General
በስፔን ውስጥ ለብዙ አመታት ኖረዋል።,waggoota hedduudhaaf ispeen keessa jiraatan.,General
አብዛኞቹ ወንዶች አባቶቻቸውን ይከተላሉ።,ijoolleen dhiiraa baay'een isaanii abbaa isaanii duukaa fudhatu.,Religion
"ቶም የሚዘፍንበትን መንገድ ይወዳሉ፧ ""እርግጥ ነው። አይደል፧""","akkaataan toom itti sirbu ni jaallattaa? ""dhugaadha. hin ta'u?""",General
ለመስማት መጠበቅ አልችልም።,dhaga'uuf obsuu hin danda'u.,General
ጎማዎቹ ጮኹ።,gommaawwan ni iyyan.,General
ቶም ምላሽ ይሰጣል።,toom deebii ni kenna.,General
ባትረዱኝ ኖሮ ያንን ማድረግ አልችልም ነበር።,osoo ati na gargaaraa hin turree ta'ee akkas gochuu hin danda'u ture.,General
አንዲት ቆንጆ ሴት ከፊት ለፊቴ በአንድ ረድፍ ተቀምጣለች።,dubartiin bareedduu tokko tarree tokko fuuldura koo teessee turte.,General
አንተ ከእኛ መካከል አይደለህም።,ati nu keessaa tokko miti.,General
ትክክለኛውን ነገር እየሰራህ ነው።,waan sirrii hojjechaa jirta.,General
ቡናዬ ደካማ እንዲሆን እመኛለሁ።,bunni koo akka dadhabu nan barbaada.,Agriculture
ቶም በዚህ አመት ይመረቃል፧,toom bara kana ni eebbifamaa?,General
ማርያምን እንድናገኝ የረዳን ቶም ነው።,maariyaam akka argannu kan nu gargaare toom ture.,Religion
እሱ የአርትኦት የተወሰነ እውቀት አለው።,gulaallii irratti beekumsa hamma tokko qaba.,General
እኛን ለመስማት በጣም ሩቅ ነው።,inni duruu nu dhaga'uuf baay'ee fagoo jira.,General
ልስምሽ፧,si dhungachuu danda'aa?,General
በአእምሮህ ውስጥ የሆነ ነገር አለ፣ አይደል፧,waan tokko sammuu kee keessa jira mitii?,General
እንደሚታየው፣ ዛሬ ያንን ማድረግ አለብን።,mul'ataan har'a sana gochuu qabna.,General
ፍጹም ደስተኛ ነኝ።,ani guutummaatti gammadeera.,General
አእምሮዬ እየጠፋኝ እንደሆነ ይሰማኛል።,sammuu koo akkan dhabaa jiru natti dhagahama.,General
እርስዎ ለመርዳት ቃል ገብተዋል።,gargaaruuf waadaa galte.,General
አሁንም እየጠበቅኩ ነው።,ammas eegaa jira.,General
ጥሩ ናቸው።,isaan qabbanaa'oodha.,General
ትኬቶችን የት መግዛት እችላለሁ፧,tikeetii eessaa bitachuu danda'a?,General
ስኳሽ እጫወታለሁ።,Iskuwaashii nan taphadha.,General
ማርስን ቅኝ ልንገዛ እንችላለን፧,maarsii koloneeffachuu dandeenyaa?,Agriculture
እኔ እዚህ ሃላፊ ነኝ።,ani asitti itti gaafatamaa dha.,General
በጣም ጥሩ ሀሳብ ነው።,sun yaada baayyee gaarii dha.,General
በጣም በፍጥነት መሮጥ ይችላሉ፣ አይደል፧,baayyee saffisaan fiiguu dandeessa mitii?,General
ደመወዙ እንዲጨመርለት ጠይቁዋል።,mindaan isaa akka dabalamu gaafateera.,General
አይቶት መሆን አለበት።,argee ta'uu qaba.,General
ቀነ-ገደቡን ማጠናቀቅ ይችላሉ፧,yeroo xumuraa murteessuu dandeessaa?,General
ቢያንስ ማቀፍ እችላለሁ፧,yoo xiqqaate si hammachuu danda'aa?,General
ቶም የነገረህ እውነት አይደለም።,wanti toom sitti hime dhugaa miti.,Religion
እንድንገባ አልተፈቀደልንም።,akka seennu hin hayyamamneef.,General
የመታጠቢያ ገንዳዎች ነጭ ናቸው።,tiilee mana fincaanii adii dha.,General
መስኮቱን ልዘጋው፧,foddaa sana nan cufaa?,General
ከትምህርት ቤታችን ፊት ለፊት የአውቶቡስ ማቆሚያ አለ።,mana barumsaa keenya fuuldura buufata konkolaataatu jira.,Education
ጨው ስጠኝ እባክህ።,soogidda naaf kenni maaloo.,General
ትምህርት ቤት ዘገየች።,mana barumsaatti harkifatte.,Education
ከሱ ራቅ።,irraa fagaadhaa.,General
ማሪዋና ትጠቀማለህ፧,marijuanaa fayyadamtuu?,General
የአየር ሁኔታ ትንበያው ምን ነበር፧,ragaan haala qilleensaa maal ture?,Agriculture
ህይወትህን አደጋ ላይ የሚጥል በሽታ አይደለም።,gosa dhukkuba lubbuu kee balaadhaaf saaxilu miti.,Health/Medical
ዛፎች እንደ ሽኮኮዎች እና ወፎች ያሉ የእንስሳት መኖሪያዎች ናቸው።,"mukkeen bakka jireenyaa bineensotaa, kan akka saree fi simbirrootaati.",Agriculture
እንደዚህ አይነት ረጅም ደብዳቤ እንዳትጽፍልኝ።,xalayaa dheeraa akkasii naaf hin barreessinaa.,General
አግዳሚ ወንበር ላይ ተቀመጥን እናወራለን።,teessoo tokkorra taa'ee haasofne.,General
በጣም ውሸታም ነህ።,ati sobduu akkasiiti.,General
አስጊ ነህ።,ati sodaachisaa dha.,General
የሱ ቀልድ ሊገባኝ አልቻለም።,qoosaa isaa hubachuu hin dandeenye.,General
የትኛውን ስፖርት በጣም ይወዳሉ፧,ispoortii kamtu baay'ee jaallatta?,Education
ስለዚህ እርግጠኛ ነዎት፧,kana irratti mirkaneeffatteettaa?,General
አሞሌው በቅርቡ ይዘጋል።,manni dhugaatii yeroo dhiyootti cufamaa jira.,General
ብዙ ድንጋዮች አሉ።,dhagaa baay'eedha.,General
እውነትን እንጫወት ወይ ድፍረት።,dhugaa haa taphannu moo ija jabina haa taphannu.,Religion
አለመሳካቱ ስራውን ለመልቀቅ አመራ።,kufaatiin isaas aangoo gadhiisuuf sababa ta'e.,General
ያኔ ድመትህን ማን ይንከባከባል፧,sana booda eenyutu saree kee kunuunsa?,General
ከዚህ በፊት ይህን ውይይት አድርገናል።,haasaa kana kanaan duras gooneerra.,Religion
ከባድ ዝናብ ቢዘንብም፣ ለመውጣት ወሰነ።,roobni cimaan roobus ba'uuf murteesse.,Agriculture
እስከ ለንደን ድረስ በአውቶቡስ ሄጄ ነበር።,otobusiidhaan hanga landanitti deeme.,Agriculture
ድመቴ በእውነት ብልህ ነች።,saree koo dhuguma qaroodha.,Religion
እንዴት ያለ ነውር ነው መምጣት ያልቻላችሁ።,maal salphina dhufuu dadhabde.,General
እንዴት መወራረድ እንዳለበት ያውቃል።,akkamitti akka bet godhu ni beeka.,General
ረጅም ጸጉር ነበረው።,rifeensa dheeraa qaba ture.,General
ማንንም አንፈራም ነበር።,nama tokkollee hin sodaannee turre.,General
አዲስ ችግር ተፈጥሯል።,rakkoon haaraan uumameera.,General
ይህ ወንዝ ውብ ነው።,lagni kun bareedaadha.,General
እነዚያን ውሳኔዎች በጣም ሆን ብለን ማድረግ አለብን።,murtoowwan sana baayʼee itti yaadnee murteessuu qabna.,Government
ሁላችንም ወደ ቤት እየሄድን ነው።,hundi keenya gara manaatti deebi'aa jirra.,General
ይህንን ሁሉ በመጨረሻ ትረዳዋለህ።,kana hunda dhumarratti ni hubatta.,General
ዛሬ እንደዚያ ማድረግ ያለብን አይመስላችሁም፧,har'a akkas gochuu qabna jettanii hin yaaddan?,General
ይህን ስራ ለማጠናቀቅ በጣም ብዙ ጊዜ እየወሰደብን ነው።,hojii kana xumuruuf yeroo baay'ee nutti fudhata.,General
ሁሌም ህዝቡን መከተል የለብህም።,yeroo hunda namoota walitti qabaman hordofuu hin qabdu.,General
የቀንድ አውሬዎች መንጋ ልጆቹን አጠቁ።,tuutni hornet ijoollee kana haleele.,General
ከእነዚህ ውስጥ አንዱን የት መግዛት እችላለሁ፧,kanneen keessaa tokko eessaa bitachuu danda'a?,General
ለዚያ ስራ ብዙ ወንዶች መመደብ አለብኝ።,hojii sanaaf dhiirota dabalataa ramaduu qaba.,General
እነዚያ ሰዎች እነማን ናቸው፧,jarri sun eenyu?,General
ፈረሶች በቀላሉ ይጮኻሉ።,fardeen salphaatti ni rifatu.,General
የእኔ የጀርመን የቃላት ዝርዝር አሁን እስከ ሁለት ሺህ ቃላት ድረስ ነው።,tarreen jechoota jarmanii koo amma hanga jechoota kuma lamaa.,General
ይህን ማድረግ ለምን እንደሚያስፈልገኝ አይገባኝም።,maaliif kana gochuun akka na barbaachisu hin argu.,General
ከመናፍስት ጋር መነጋገር ይችላል።,hafuurota wajjin haasaʼuu dandaʼa.,General
ቶም ተራውን ጠበቀ።,toom dabaree isaa eege.,General
ስጦታ መግዛት ረሳሁ።,kennaa bitachuu dagadheera.,General
ደረጃዎችን ለመውረድ ችግር ገጥሞኛል።,sadarkaa gadi bu'uuf rakkadheera.,General
አንድ ሰአት ስልሳ ደቂቃ አለው፣ አንድ ደቂቃ ደግሞ ስልሳ ሰከንድ አለው።,"sa'aatiin tokko daqiiqaa jaatama qaba, daqiiqaan tokko immoo sekondii jaatama qaba.",General
ምሳ ከየት ማግኘት እንችላለን፧,laaqana eessaa argachuu dandeenya?,General
በአጠቃላይ ይህ ጥሩ ድግስ ነበር።,"walumaagalatti, kun affeerraa gaarii ture.",General
ያ በትክክል ያገለግልዎታል።,sun sirritti si tajaajila.,General
ወንዶች ሁሉም አንድ ናቸው።,dhiironni hundinuu tokko.,General
ለቶም ጻፍኩት።,toomiif barreesse.,General
እሱ ራሱ ተናግሯል።,innis ofumaa jedhe.,General
መስዋእትነት መክፈል አለብን።,wareegama kaffaluu qabna.,General
አንድ ሰው ይዘጋል፧,namni tokko callisa?,General
ረጅም መጠበቅ አልቁዋል።,eeggannoon dheeraan sun dhumeera.,General
ይህ የኔ አንዱ ነው።,kun kan kooti.,General
ትልቁ ፍርሃቴ መስጠም ነው።,sodaan koo inni guddaan bishaan keessa lixuudha.,General
በአንድ ሰአት ውስጥ ትመለሳለች።,sa'aatii tokko keessatti ni deebiti.,General
ፈገግታ ይሰማኛል።,kolfiin natti dhagahama.,General
በእውነቱ አሁን መጀመር ጥሩ ሀሳብ ሊሆን ይችላል።,sirumayyuu ammuma jalqabuun yaada gaarii ta'uu danda'a.,General
ከፈረስህ ውረድ።,farda kee irraa bu'i.,Agriculture
እንደምትመጣ ተስፋ አደርጋለሁ።,akka dhuftan abdiin qaba.,Health/Medical
እየተከራከርኩ አይደለም።,ani hin falmu.,General
መግባት አትችልም።,galuu hin dandeessu.,General
ሁሉም በአንድ ጊዜ ፍንዳታ ተፈጠረ።,yeroo tokkotti dhohinsi ni uumame.,General
ዝናብ እንደሚዘንብ በእርግጥ ይሰማል።,roobni akka roobuutti akka itti dhagahamu beekamaadha.,Agriculture
መቼ ነው የምትነሳው፧,yoom kaata?,General
በአውቶቡስ መሄድ ርካሽ ነው።,otobusii deemuun gatii salphaadha.,General
ይህ እየተፈጠረ እንዳልሆነ ንገረኝ።,kun akka hin taane natti himaa.,General
እንግሊዘኛም እወዳለሁ።,afaan ingiliffaas nan jaalladha.,General
ገንዘብ የለም።,maallaqni hin jiru.,Business/Economy
አንድ ምክር ልስጥህ።,mee gorsa tokko tokkon isiniif haa kennu.,General
በዚህ ፕሮጀክት በመሳተፍ ደስተኛ ነኝ።,pirojektii kana irratti hirmaachuu kootti gammadeera.,General
እራሳችንን ከመፍራት በቀር የምንፈራው ነገር የለም።,ofii sodaachuu malee waan sodaannu hin qabnu.,General
ሀኪሙ የታካሚውን የልብ ምት እና የደም ግፊት ይቆጣጠራል።,doktarri kun dha'annaa onnee fi dhiibbaa dhiigaa dhukkubsataa hordofaa ture.,Health/Medical
ይህ ብዙ ጊዜ እየወሰደ ነው ብዬ አላምንም።,kun yeroo dheeraa fudhachaa jira jedhee amanuu hin danda'u.,Agriculture
ጋሊልዮ ምድር ይንቀሳቀሳል ብሎ ተከራከረ።,galiiliyoon lafti ni sochooti jedhee falme.,Health/Medical
መኪና መሸጥ ስራዬ ነው።,konkolaataa gurguruun hojii kooti.,General
ይህን ማድረግ ቀላል ይሆናል ብዬ አላሰብኩም ነበር።,akkas gochuun akkas salphaa ta'a jedhee hin yaadne.,General
ስጧት።,isheef kenni.,General
ምንም መልእክት የሎትም።,ergaa hin qabdu.,General
የቤቱ ጣሪያ ቀይ ነው።,foolli manaa diimaa dha.,General
ቶም ማርያም ያለ እሱ የትም እንድትሄድ አይፈልግም።,toom maariyaam isa malee eessayyuu akka deemtu hin barbaadu.,Religion
ለእርዳታዎ ብዙ አመሰግናለሁ።,gargaarsa keessaniif galata guddaa qabna.,General
የአካባቢው ህዝብ ገቢ የሚያገኘው ከአሳ ማጥመድ፣ ከብት እርባታ እና ከእደ ጥበብ ሽያጭ ነው።,"ummanni naannoo sanaa galii qurxummii qabuu, horii horsiisuu fi gurgurtaa hojii harkaa irraa argatu.",Business/Economy
ቶም እድለኛ ነው አይደል፧,toom carraa qaba mitii?,General
በምልክትህ ላይ፣ ተዘጋጅ፣ ሂድ!,"mallattoo kee irratti, kaa'i, deemi!",Health/Medical
አንድ ብርጭቆ ወይን አፍስሰኝ።,wayinii tokko naaf dhangalaasi.,Business/Economy
ቶም ለገና ወደ ቦስተን እንዲመጣ እፈልጋለሁ።,toom ayyaana masqalaa irratti gara boston akka dhufu nan barbaada.,Religion
የቶም ልጅ ናት፧,sun intala toom ti?,General
በርሊን ከማንኛውም ትልቅ የአውሮፓ ከተማ ምርጥ የአየር ጥራት አለው።,barliin qulqullina qilleensaa magaalaa guddittii awurooppaa kamiyyuu caalaa gaarii qabdi.,General
ቶም የተበላሸ ይመስላል።,toom waan 'frazzled' fakkaata.,General
ምናልባት ባቡሩ ዘግይቱዋል።,tarii baaburri harkifateera ta'a.,General
ስማቸውን የሚያውቅ የለም።,namni maqaa isaanii beeku hin jiru.,General
ቶም ከማርያም ጋር ጊዜ አሳልፏል።,toom meerii wajjin yeroo dabarseera.,Religion
ወንድሜ የአንደኛ አመት ተማሪ ነው።,obboleessi koo barataa waggaa tokkoffaati.,Education
አንድ ሰው ኪሴን በባቡሩ ላይ ወሰደ።,namni tokko baabura keessaa kiisha koo fudhate.,General
ንግድን ከደስታ ጋር በጭራሽ አትቀላቅሉ።,daldala fi gammachuu gonkumaa hin makaa.,Business/Economy
አፓርታማው በእሳት ነበልባል ውስጥ ነው።,apaartaamichi abiddaan gubatee jira.,General
ወደዚህች ከተማ እንደገና እግሬን አልጥልም።,amma booda magaalaa kana keessa miila hin kaa'u.,Religion
ወላጆቹ በጣም ተናደዱ።,warri isaas baayʼee aaran.,General
ለፖሊስ መደወል አለብህ።,poolisii bilbiluu qabdu.,Government
የምፈልገውን አልሰጠኸኝም።,waan barbaade naaf hin kennine.,General
ዝናብ ሊዘንብ ነው፧,roobni ni roobuuf jiraa?,Agriculture
ለእኔ በጣም ውድ ነሽ።,ati baay'ee natti jaallatamaadha.,General
ቶም ራሱን እንደ እሳት አደጋ አስመስሎ ነበር።,toom nama ibiddaa fakkeessee ture.,General
ለመጨረሻ ጊዜ ያየኹዋት በለንደን ነው።,yeroo dhumaaf kan ishee arge landanitti ture.,Agriculture
እግዚአብሄር ሆይ ቆንጆ ነሽ።,waaqa ati bareedduudha.,Religion
የመጀመሪያ ተማሪ ነኝ።,ani barattuu waggaa tokkoffaati.,Government
እሱ ፈጣን ተናጋሪ ነው።,inni nama saffisaan dubbatudha.,General
የቤት ክፍል አስተማሪዬ ወይዘሮ ጃክሰን ናቸው።,barsiistuun kutaa manaa koo aadde jaaksan jedhamti.,Education
እባኮትን በሩን አንኳኩ።,mee balbala rukutaa.,General
ውሃት ዎኡልድ ዮኡ ሊቀ፧,maal barbaadda?,General
በህይወት ተቀበረ።,lubbuun awwaalame.,General
አሁን ለሶስት አመታት ያህል አብረን ቆይተናል።,amma gara waggaa sadii waliin turre.,General
ጊታር መጫወት እና መዘመር እወዳለሁ።,sirbaa fi gitaara taphachuun natti tola.,General
ፈረንሳይኛ መማር እፈልጋለሁ፣ ግን ጊዜ የለኝም።,"Afaan Faransaayii barachuu nan barbaada, garuu yeroon hin qabu.",Education
ስለ አስደናቂው ምግብ እናመሰግናለን።,nyaata ajaa'ibaa nuuf kennitaniif galatoomaa.,General
ሳየው አምናለሁ።,sana yeroon argu nan amana.,General
ነገ ማታ የሆነ ነገር እያደረግክ ነው፧,boru halkan waa hojjechaa jirtuu?,General
ማንም አይረዳውም።,namni hubatu hin jiru.,General
በዚህ ውስጥ ምንም ስህተት የለውም።,wanti badii hin qabu.,General
ለማንም ላለመናገር ቃል መግባት አለብህ።,nama tokkotti akka hin himne waadaa galuu qabda.,General
አሁን ትንሽ ተጨማሪ ጊዜ አለኝ።,amma yeroo xiqqoo dabalataa qaba.,General
"ምንድነው ችግሩ፧ ""ኮምፒውተሬ ወድቁዋል።""","maaltu ta'e? ""kompiitarri koo amma kufe.""",General
አሁን ቤተክርስቲያን አለ።,yeroo ammaa kana waldaa jira.,Religion
አሁንም የመኖሪያ ቦታ አለህ።,ammallee bakka jiraattu qabda.,General
የቶም ውሻ ምን አይነት ቀለም ነው፧,saree toom halluu akkamii qaba?,General
ልነግርህ አላፍርም።,sitti himuuf hin qaana'u.,General
የመጨረሻውን ባቡር አምልጦት ሊሆን ይችላል።,baabura isa dhumaa irraa hafuu danda'a ture.,General
እኔ ልጅሽ አይደለሁም።,ani daa'ima kee miti.,General
በመክፈቻው ስነ ስርአት ላይ አልገኝም።,sirna baniinsaa irratti hin argamu.,General
ስለ ቶም ለምን ይጨነቃሉ፧,waaʼee toomii maaliif yaaddaʼa?,General
በድንገት ተነስቶ ከክፍሉ ወጣ።,akka tasaa ka'ee kutaa keessaa ba'e.,General
ብዙ ጊዜ ማታ ማታ ከመተኛቴ በፊት መጽሀፍ ቅዱስን አነባለሁ።,yeroo baayʼee halkan rafuu koo duratti macaafa qulqulluu nan dubbisa.,Religion
ጥቂት እርምጃዎችን ይውሰዱ እና ሲራመዱ የሚጎዳ ከሆነ ይንገሩኝ።,tarkaanfii muraasa fudhadhuu yeroo deemtu yoo si dhukkube natti himi.,General
ምን መደረግ እንዳለበት ታውቃለህ ብዬ አስባለሁ።,waan godhamuu qabu ni beektu jedheen yaada.,General
ሀሳቡን በጣም ወደድኩት።,yaadni sun baay'een jaalladhe.,General
ማንም አይመለከተኝም።,namni na ilaalu hin jiru.,General
ይህን ሳህን ተጠቀምኩኝ።,saanii kana fayyadameen ture.,General
ቶም ማርያምን በመስኮት ገፋት።,toom meerii foddaa keessaa dhiibee baase.,Religion
ምን እያልክ ነው፧,maal jechaa jirta?,General
የቶም ድመት በጣም ቆንጆ ነው።,sareen toomii namatti tola.,General
ሰዎች እዚህ አያጨሱም።,namoonni asitti tamboo hin xuuxan.,General
መድሃኒቱን ገዝተሃል፧,qoricha bitattee?,General
ያንን ለማድረግ አቅም የለኝም።,ani akkas gochuu hin danda'u.,General
መጽሀፉን ከዳር እስከ ዳር አነበብኩት።,kitaabicha fuula irraa gara fuula duraatti dubbiseera.,General
ሀቀኝነት የጎደለው ነው ብለው ከሰሱት።,amanamummaa dhabe jedhanii himatan.,General
ምክሬን ለምን አልተከተልክም፧,gorsa koo maaf hin hordofne?,General
ቶም ከእኛ አጠገብ ይኖራል።,toom mana keenya itti aanu jiraata.,Education
ቶም ማን ነው፧ አዲሱ የወንድ ጓደኛህ ነው፧,toom eenyu? inni jaalallee kee haaraadhaa?,General
ተወዳጅ ነህ።,ati jaallatamaadha.,General
መሳሪያ የለኝም።,meeshaa waraanaa hin qabu.,General
የቶም ውሻ አጠቃኝ።,sareen toomii natti duule.,General
ለቡችላህ ስም ወስነሃል፧,maqaa ijoollee saree keessaniif murteessitaniittuu?,General
እርዳታ አልጠየቅኩም።,gargaarsa hin gaafanne.,General
ሰርከስ ከተማ ውስጥ ነው።,sarkiin magaalaa keessa jira.,General
በአትክልቱ ውስጥ ድንች አብቅሉዋል።,maasii isaa keessatti boqqolloo ni biqilcha ture.,Agriculture
ማህጆንግ እወዳለሁ።,mahjong nan jaalladha.,General
ሌላ ምርጫ አላየሁም።,filannoo biraa hin argine.,Government
ለመራመድ ስሞክር፣ እዚህ በጣም አስከፊ የሆነ ህመም ይደርስብኛል።,yeroon deemuuf yaalu asitti dhukkubbiin hamaan natti dhagahama.,Health/Medical
