Amharic,Oromo,domain
ቶም ኩሽናውን ለማስተካከል የአገር ውስጥ ኮንትራክተር ቀጥሯል።,toom kontiraaktara naannoo sanaa qacaree kutaa nyaataa isaa haaromse.,Agriculture
ቶም ግራ-እጅ ፒቸር ነው፣ ግን የሌሊት ወፎች ቀኝ እጅ ናቸው።,"toom harka bitaa kan taphatu yoo ta'u, garuu harka mirgaatiin bats.",General
ቶም በሚቀጥለው ቅዳሜና እሁድ የገና ድግስ ሊያዘጋጅ ነው።,toom dhuma torbee dhufu ayyaana masqalaa qopheessuuf jira.,Religion
ቶም ለገና አዲስ ብስክሌት እንደሚያገኝ ተስፋ እያደረገ ነው።,toom ayyaana qillee irratti biskileetii haaraa akka argatu abdii qaba.,Religion
በእኛ ቢሮ ውስጥ ፈረንሳይኛ የሚናገረው ቶም ብቸኛው ሰው ነው።,waajjira keenya keessatti kan afaan faransaayii dubbatu toom qofaadha.,Government
ቶም ሁሉም ነገር ዝግጁ መሆኑን ለማረጋገጥ እየሞከረ ነው.,toom wanti hundi qophaaʼuu isaa mirkaneessuuf yaalaa jira.,General
ቶም ብዙውን ጊዜ ልጆቹን እንዲተኛ የሚያደርግ ነው.,yeroo baayyee toom nama ijoollee siree irra ciisudha.,General
ቶም ብዙውን ጊዜ የሚለብሰውን ልብስ ለመምረጥ ችግር አለበት.,toom yeroo baayʼee uffata akkamii akka uffatu filachuuf rakkata.,General
ቶም የቦርሳ ቡዋንቡዋዎችን የሚጫወተው ማርያም ቤት በሌለችበት ጊዜ ብቻ ነው።,toom yeroo maariyaam mana hin jirre qofa taphata.,Religion
እንዳይል ብጠይቀውም ቶም በሩን ከፈተ።,"toom akkas akka hin goone isa gaafadhus, balbala sana bane.",General
ቶም ጊታርን ከማውቀው ከማንኛውም ሰው በተሻለ ይጫወታል።,toom nama ani beeku hunda caalaa gitaara taphata.,General
ቶም ምናልባት ሜሪ መኪናውን የት እንዳቆመች አያውቅም።,toom tarii meerii konkolaataa eessa akka dhaabde hin beeku ta'a.,General
ቶም ሜሪ ጆን ከአሊስ ጋር ያደረገውን አላሰበችም አለች.,toom akka jedhetti meerii joon aliis waliin akkas godhe jettee hin yaadne.,General
ቶም ማርያምን ዳግመኛ ማየት አልፈልግም አለ።,toom lammata meerii arguu akka hin barbaanne dubbateera.,Religion
ቶም ጋዜጣውን መሬት ላይ አይቶ አነሳው።,toom gaazexaa lafa irra jiru argee kaase.,Agriculture
ቶም ከአሁን በኹዋላ የማርያምን ባህሪ ችላ ማለት እንደማይችል ተናግሯል።,toom kana booda amala meerii tuffachuu akka hin dandeenye dubbata.,Religion
ቶም ይህን ማድረግ ምን ያህል ከባድ እንደሆነ እንደሚያውቅ ተናግሯል።,toom akkas gochuun hammam akka ulfaatu akka beeku dubbata.,General
ቶም ጭንቀትን ለመቁዋቁዋም እየተቸገረ እንደሆነ ተናግሯል።,toom dhiphina kana dandamachuuf rakkachaa akka jiru dubbata.,Health/Medical
ቶም ከማርያም ጋር ወደ ቦስተን እንድሄድ እንደሚፈልግ ተናግሯል።,toom akkan meerii wajjin gara booston akkan deemu barbaada jedha.,Religion
ቶም በቀን አንድ ሰአት ያህል ፒያኖ በመለማመድ ያሳልፋል።,toom guyyaatti gara saʼaatii tokkoo piyaanoo shaakaluudhaan dabarsa.,Health/Medical
ቶም ከሰአት በኹዋላ የገና ስጦታዎችን በመጠቅለል አሳልፏል።,toom waaree booda guutuu kennaa ayyaana qillee marachuudhaan dabarseera.,Religion
ቶም ሌሊቱን ሙሉ ቆየ። አሁን ለመስራት ደክሞታል።,toom halkan guutuu dammaqee ture. amma baay'ee dadhabee hojjechuu hin danda'u.,General
ቶም ወተት ለመግዛት በአንድ ምቹ መደብር ቆመ።,toom aannan bitachuuf mana daldalaa mijataa tokkotti dhaabbate.,Business/Economy
ቶም ዶክተር ማየት ጥሩ ሀሳብ ነው ብሎ አሰበ።,toom doktora ilaaluun gaarii ta'a jedhee yaade.,Health/Medical
ቶም ለማርያም በራሱዋ ማፈር እንዳለባት ነገራት።,toomin ofitti qaana'uu akka qabdu maariyaamitti hime.,Religion
ቶም እንዲህ የነገረችኝ ማርያም እንደሆነች ነግሮኛል።,toom akkas kan itti himte maariyaam akka taate natti hime.,Religion
ቶም ማይክሮሶፍትን በእውነት ማመን እንደማይችል ነገረኝ።,toom dhuguma microsoft amanachuu akka hin dandeenye natti hime.,Religion
ቶም ቀሪ ህይወቱን በአሜሪካ ለማሳለፍ ፈልጎ ነበር።,toom umurii isaa isa hafe ameerikaa keessatti dabarsuu barbaade.,Agriculture
በአትክልታችን ውስጥ ጽጌረዳዎችን የተከለው ቶም ነበር።,toom isa maasii keenya keessatti ruuzii dhaabe ture.,General
ቶም በሩን ሲከፍት ፒጃማውን ለብሶ ነበር።,toom yeroo balbala banu uffata hirribaa isaa uffatee ture.,General
የቶም አሉታዊ አመለካከት እያናደደኝ ነው።,ilaalchi gadhee toom qabu na aarsuu jalqabee jira.,General
ቶም ወደ ማርያም እንዲቀርብ ለመንቀሳቀስ እያሰበ ነው።,toom akka inni maariyaamitti dhihaatuuf socho'uuf yaadaa jira.,Religion
የቶም ታናሽ ወንድም ከማርያም ታላቅ እህት ጋር እየተገናኘ ነው።,obboleessi toom quxisuun obboleettii maariyaam ishee hangafaa wajjin jaalala jalqabeera.,Religion
"በሚያሳዝን ሁኔታ, በየቀኑ ጠዋት ማለዳ መነሳት አለብኝ.",kan nama dhibu ganama ganama dafee ka'uun qaba.,General
እንደ አለመታደል ሆኖ ያ ክፍት የሥራ ቦታ ቀድሞውኑ ተሞልቱዋል።,kan nama dhibu bakki duwwaan sun duruu guutameera.,General
እስካሁን ድረስ ከባዕድ አገር ሰው ጋር ተነግሮኝ አያውቅም።,hanga ammaatti alagaan natti dubbatamee hin beeku.,General
የሆነውን አይተን ለመልቀቅ ወሰንን።,"waan taʼaa jiru erga arginee booda, deemuuf murteessine.",General
ለሰርጋችን እና ለጫጉላ ሽርሽር በመዘጋጀት ላይ ነን።,cidha keenyaa fi ji'a daadhii wayinii keenyaaf qophaa'uu irratti busy jirra.,General
በሚቀጥለው ሳምንት የእግር ጉዞ ለማድረግ እየጠበቅን ነው።,torban dhufu miilaan deemuuf hawwii guddaan eeggachaa jirra.,General
በቴሌስኮፕ በመጠቀም ነገሮችን በሩቅ ማየት እንችላለን።,teleskooppii fayyadamuun fagootti wantoota arguu dandeenya.,General
"ለመሄድ አስበን ነበር, ግን በመጨረሻ በእሱ ላይ ወሰንን.","deemuuf yaadne, dhumarratti garuu mormii murteessine.",General
የከተማዋን መብራቶች ከሩቅ ማየት ችለናል።,ifa magaalattii fagootti arguu dandeenya turre.,General
ያሰብኩትን ያህል የጋራ የጋራ ነገር የለንም።,hanga ani yaade waan wal fakkaatu hin qabnu.,General
ከወንዙ በሚመጣው አሪፍ ንፋስ ተደሰትን።,qilleensi qabbanaawaa laga irraa dhufutti gammadne.,General
70ኛ ልደቱን ለማክበር ድግስ አደረግን።,guyyaa dhaloota isaa waggaa 70ffaa kabajuuf affeerraa qopheessine.,General
በወባ ትንኞች ምክንያት መስኮቱን መዝጋት ነበረብን።,sababa hoomaa awwaannisaatiin foddaa cufuu qabna turre.,Health/Medical
ወንበር አግኝታ እስክትቀመጥ ድረስ መጠበቅ ነበረብን።,hanga teessoo argatte taa'utti eeguu qabna turre.,General
አንድ ተጨማሪ የወይን ጠጅ ለመግዛት በቂ ገንዘብ አለን።,maallaqa wayinii qaruuraa tokko dabalataan bitachuuf gahaa qabna.,Business/Economy
እኛ በጣም ትልቅ መጠን አለን ፣ ግን በዚያ ቀለም ውስጥ አይደለም።,"safara guddaa dabalataa qabna, garuu halluu sanaan miti.",General
ወደ ግብዣው ጋበዝነው እሱ ግን አልመጣም።,"ayyaana sanatti isa afeerre, garuu hin mul'anne.",General
ስለ በሽታው መንስኤ በጣም ጥቂት እናውቃለን.,waa'ee sababa dhibee kanaa waan baay'ee xiqqoo beekna.,Health/Medical
በጣም ሞቃት ከሆነ ውጭ እንድንጠብቅ ልንነገረን እንችላለን።,yoo garmalee ho'e ala eegaa nutti himamuu danda'a.,General
ወጣቱ የመሆኑን እውነታ ግምት ውስጥ ማስገባት አለብን.,dargaggeessa ta'uu isaa tilmaama keessa galchuu qabna.,General
አዲስ እቅድ ለማውጣት ላይ ማተኮር አለብን።,karoora haaraa baasuu irratti xiyyeeffachuu qabna.,General
በመኪናው ውስጥ ትንሽ ነዳጅ ማስገባት እንዳለብን ማስታወስ አለብን.,konkolaataa keessa beenzila tokko tokko kaa'uu yaadachuu qabna.,General
በዚህ አካባቢ ብዙ ጊዜ ከጃፓን ቱሪስቶች ጋር እንገናኛለን።,yeroo baayyee naannoo kana keessatti turistoota jaappaan waliin wal argina.,Religion
በመገናኛው መሀል ጋዝ አልቆብን።,walqunnamtii gidduutti gaaziin nu jalaa dhume.,Religion
ዛሬ ጠዋት ቶም በፓርኩ ውስጥ ከማርያም ጋር ሲያወራ አይተናል።,toom ganama kana paarkii keessatti meerii waliin yeroo haasa'u argine.,Religion
ከድሮው ችግር ጋር እየተጋፋን ያለን ይመስለናል።,rakkoo durii sanaan wal'aansoo qabaa waan itti fufnu fakkaata.,General
የአለምን ሰላም ለማስጠበቅ የተቻለንን ጥረት ማድረግ አለብን።,nagaa addunyaa eeguuf carraaqqii hunda gochuu qabna.,Government
ሰዎችን በመልካቸው መመዘን የለብንም።,namoota bifa isaanii irratti hundaa'uun murteessuu hin qabnu.,General
በአንደኛ ደረጃ ትምህርት ቤት የሙዚቃ ወንበሮችን እንጫወት ነበር።,mana barumsaa sadarkaa tokkoffaa keessatti teessoo muuziqaa taphachaa turre.,Education
ያለ አንዳች እገዛ ይህንን ማጥፋት አንችልም።,gargaarsa tokko tokko malee kana ofirraa harkisuu hin dandeenyu.,General
ሴት ልጅዎን ለማግኘት የምንችለውን ሁሉ እያደረግን ነው።,intala kee argachuuf waan dandeenyu hunda gochaa jirra.,General
አንዳንድ በጣም ከባድ ምርጫዎችን ማድረግ አለብን።,filannoo baayyee cimaa ta'e tokko tokko gochuu qabna.,Government
የአየር ሁኔታ ከፈቀደ ነገ ለሽርሽር እንሄዳለን።,haalli qilleensaa yoo hayyame boru piknikii ni deemna.,Agriculture
ለጥያቄ ሶስት ምን መልስ አመጣህ?,gaaffii sadaffaaf deebii akkamii qabattee dhufte?,Education
በቾፕስቲክ የምትመገባቸው አንዳንድ ምግቦች ምንድናቸው?,nyaata yeroo baayyee ulee nyaataatiin nyaattan tokko tokko maali?,General
አሳን የመመገብ አንዳንድ የጤና ጥቅሞች ምንድናቸው?,faayidaa fayyaa qurxummii nyaachuun qabu keessaa muraasni maali?,Health/Medical
በበጋ በአላት ወቅት ምን ታደርጋለህ?,yeroo boqonnaa gannaa maal gochuuf deemta?,Agriculture
ይህ አሁን ካለንበት ችግር ጋር ምን አገናኘው?,kun rakkoo amma qabnu waliin maal qaba?,Religion
በአትክልትዎ ውስጥ ምን አይነት ተክሎች እያደጉ ነው?,biqiltoota gosa akkamii maasii keessan keessatti biqilchaa jirtu?,Agriculture
ይህ እንደማይደገም እርግጠኛ የሚያደርገው ምንድን ነው?,kun lammata akka hin taane maaltu akkas mirkaneessu?,General
ይህን ወንጀል ለመፈጸሙ ምን ማረጋገጫ አለህ?,yakka kana akka raawwate ragaa akkamii qabdu?,Government
የመጨረሻ ውሳኔያቸው ምን ምክንያት ሊሆን ይችላል?,murtoo yeroo dhiyootti godhan bu’uura kan ta’e sababni maal ta’uu danda’a?,Government
በይነመረብ ላይ ምን አይነት መረጃ ያገኛሉ?,odeeffannoo akkamii interneetii irraa argatta?,General
አሁን የተናገርከው አንድ የቆየ አባባል ያስታውሰኛል።,wanti amma jette jecha durii na yaadachiisa.,Religion
በበጋ ዕረፍትዎ ወቅት ምን ሊያደርጉ ነው?,yeroo boqonnaa gannaa maal gochuuf deemta?,Agriculture
በሃይማኖት እና በአምልኮ መካከል ያለው ልዩነት ምንድን ነው?,garaagarummaan amantii fi waaqeffannaa maali?,Religion
በመፍላት እና በማፍላት መካከል ያለው ልዩነት ምንድን ነው?,garaagarummaan bilcheessuu fi bilcheessuun gidduu jiru maali?,General
ትምህርት ቤት ስደርስ ውድድሩ አልቁዋል።,yeroon mana barumsaa gahu fiigichi sun reefuu xumuramee ture.,Education
ትምህርት ቤት እያለሁ ድርሰቶችን መጻፍ በጣም እጠላ ነበር።,yeroon mana barumsaa ture barruu barreessuu baay'een jibba ture.,Education
ቶም ቤት ሲደርስ ልጆቹ ተኝተው ነበር።,toom yeroo mana gaʼu ijoolleensaa reefuu rafaa turan.,General
በልጅነቱ እሁድ እሁድ አሣ ማጥመድ ይሄድ ነበር.,yeroo ijoollummaa isaa wiixata qurxummii qabuuf deema ture.,General
ውጤቶቹ ይፋ ሲሆኑ፣ አሳውቃችኹዋለሁ።,yeroo bu'aan isaa ummataaf ifa ta'u isin beeksisa.,General
ሄሮይን ወይም ሜታዶን ለመጨረሻ ጊዜ የተጠቀሙበት መቼ ነበር?,yeroo dhumaaf heroin ykn methadone yoom fayyadamte?,General
አብረን ስንሆን ስለወደፊቱ አልጨነቅም።,yeroo waliin jirru waa'ee egeree hin yaadda'u.,General
ወደ ግዛቶች ለመመለስ መቼ አስበዋል?,yoom gara ameerikaatti deebi'uuf yaadaa turtan?,General
በሚቸኩሉበት ጊዜ ስህተት ለመስራት ቀላል ነው።,yeroo ariifattu dogoggora hojjechuun salphaadha.,General
የት ነበርክ? ሁሉንም ነገር ስንፈልግህ ነበር።,eessa turte? guutummaatti si barbaadaa turre.,General
ቢስማማም ባይስማማም እቅዳችንን አንቀይርም።,innis walii galuu baatus karoora keenya hin jijjiirru.,General
ገንዳው ውስጥ ስትዋኝ የመቆለፊያ ቁልፏን አጣች።,osoo poolii keessa daakuu furtuu kaazinaa ishee dhabde.,General
አውቶብሱን እየጠበቅኩ ሳለሁ ሻወር ውስጥ ተይዣለሁ።,otobusii osoon eegu shawaariin qabame.,General
ዕድሉን ካገኘ ምን እንደሚያከናውን ማን ያውቃል?,yoo carraan kennameef maal akka galmaan gahu eenyutu beeka?,General
በጠረጴዛው ሌላኛው ጫፍ ላይ የተቀመጠው ሰው ማን ነው?,namichi fixee minjaalichaa isa kaanii irra taa'e eenyu?,General
ይህን የሞኝ እቅድ ማንም ያሰበ ይባረር።,karoora gowwummaa kana kan yaade hojii irraa ari'amuu qaba.,General
በአለም ላይ ብዙ ሀቀኛ ሰዎች ለምን አሉ?,addunyaa kanarra namoonni amanamoo hin taane baayʼee kan jiran maaliifi?,General
ለምን ጠይቁኝ? እራስዎ ቢያደርጉት አይሻልም?,maaliif na gaafatta? ofii keetii hojjechuun gaarii mitii?,General
ለምን ለኦቾሎኒ አለርጂክ እንደሆኑ አልነገርከኝም?,maaliif alarjii boqqolloo qabda naan hin himne?,General
ለምንድነው ይህን የማልወደው ስሜት የሚሰማኝ?,maaliif miira akkan kana hin jaallanne natti dhagahama?,General
ከአንተ ጋር ማን እንደሄደ በመንገር ለምን አትጀምርም?,maaliif eenyu akka isin waliin deeme nutti himtanii hin jalqabdan?,General
ለምን እንደተፈጠረ አትነግረኝም?,maaliif akkaataa isinitti fakkaate natti hin himtan?,General
ለምንድነው ሁሉም ሰው እንደዚህ የሚያደርገው ትልቅ ጉዳይ ነው?,maaliif namni hundi akkasitti socho'aa jira waan guddaa akkasii ta'e?,General
ለምንድነው ሁሉም ሰው እንደዚህ የሚያደርገው ትልቅ ጉዳይ ነው?,maaliif namni hundi akkasitti socho'uun waan guddaa akkasii ta'a?,General
በአዲሱ ሥራው፣ የበለጠ ኃላፊነት ወስዷል።,hojii haaraa isaatiin itti gaafatamummaa dabalataa fudhateera.,General
ትናንት ያንን አላደረኩም ምክንያቱም ራስ ምታት ነበረብኝ።,kaleessa mataan waan na dhukkubeef akkas hin goone.,Health/Medical
ትላንትና በጣም ቀዝቃዛ ስለነበር እቤት ውስጥ ቀረሁ።,kaleessa qorraan waan tureef mana keessa bule.,General
እኔ እና አንተ ይህ እንደማይሆን እናውቃለን።,aniifi ati lamaan keenyayyuu akkas akka hin taane ni beekna.,General
እዚህ አያለሁ ብዬ የጠበኩት የመጨረሻ ሰው ነህ።,ati nama dhumaa asitti arguuf eegedha.,General
ይህንን ጠረጴዛ ከማንኛውም ልጅ ቁመት ጋር ማስተካከል ይችላሉ.,deeskii kana akka dheerina daa'ima kamiyyuu sirreessuu dandeessu.,General
ሀብትን ሳያወጡ እራስዎን ማስደሰት ይችላሉ።,qabeenya guddaa osoo hin baasin ofitti gammaduu dandeessa.,Business/Economy
ምናልባት ከእነዚህ ርካሽ አንዱን በሌላ ቦታ መግዛት ትችላለህ።,kanneen keessaa tokko gatii salphaadhaan bakka biraatti bitachuu hin oollu.,General
የቀስተደመና ውስጥ ያለውን ስፔክትረም ቀለሞች ማየት ይችላሉ.,halluuwwan ispeektirii bokkaa keessatti arguu dandeessa.,General
አደጋ ሳይወስዱ ምንም ነገር ማከናወን አይችሉም።,balaa osoo hin fudhatiin homaa galmaan gahuu hin dandeessu.,General
በባልሽ ላይ እንድትመሰክር ልትገደድ አትችልም።,abbaa manaa kee irratti ragaa ba'uuf dirqisiifamuu hin dandeessu.,General
ያለ ምግብ እና ውሃ ብቻ እዚህ ሊተወን አይችሉም።,nyaataa fi bishaan malee asitti qofa nu dhiisuu hin dandeessu.,General
ትክክለኛ ስራ ለመስራት በእነዚህ ቀናት በእሱ ላይ መተማመን አይችሉም።,guyyoota kanatti hojii sirrii hojjechuuf isa irratti hirkattee hojjechuu hin dandeessu.,General
ቲሸርት ከለበሱ ለታዳጊ ልጅ ማለፍ ይችላሉ።,tiishartii yoo uffatte dargaggeessa umrii kurnanii keessa jiruuf darbuu dandeessa.,General
ማን እንደተናገረ ለማወቅ አዋቂ መሆን አያስፈልግም።,eenyu akkas jedhe beekuuf ogeessa ta'uu hin qabdu.,General
በእነዚህ ሰዎች ላይ ፍርድ ለመስጠት ምንም መብት የለህም።,namoota kana irratti murtii kennuudhaaf mirga hin qabdu.,Government
ከጊዜ ወደ ጊዜ ተመሳሳይ ስህተት እየሰራህ ነው።,yeroo yeroon dogoggora wal fakkaatu hojjechuu itti fufta.,General
ይህን ማድረግ ያለብን በዚህ መንገድ እንዳልሆነ ታውቃለህ።,akkaataan nuti kana gochuu qabnu kun akka hin taane beekta.,General
ይህን መፅሃፍ ንፁህ እስካደረግክ ድረስ መውሰድ ትችላለህ።,kitaaba kana hanga qulqullina isaa eegdutti fudhachuu dandeessa.,General
ስለ ፈጣን ትርፍዎ ብቻ ማሰብ የለብዎትም.,bu'aa battalaa argattu qofa yaaduu hin qabdu.,Business/Economy
እግርዎን ለማሞቅ ወፍራም ካልሲዎችን መልበስ ያስፈልግዎታል።,miilli kee akka ho'isuuf soksii furdaa uffachuu qabda.,General
እንዲህ ያለ ነገር ልትነግረው አይገባህም ነበር።,silaa waan akkasii itti dubbachuu hin qabdu turte.,General
ምናልባት እስክትሞት ድረስ ለመኖር የሚያስችል በቂ ገንዘብ ይኖርህ ይሆናል።,hanga duututti jiraachuuf maallaqa gahaa qabaachuun kee hin oolu.,Religion
ከአካባቢው ልማዶች ጋር እራስዎን ማወቅ አለብዎት.,aadaa naannoo sanaa wajjin wal baruu qabda.,General
በዚህ ጉዳይ ላይ ከጠበቃዎ ጋር መነጋገር አለብዎት.,dhimma kana irratti abbaa seeraa kee waliin mari’achuu qabda.,General
እሱ እዚህ እያለ ስለ ጉዳዩ ልትነግረው ይገባ ነበር።,silaa osoo inni as jiruu itti himuu qabda turte.,General
ገንዘቡን ለእንዲህ አይነቱ ሰው ማበደር አልነበረብህም።,maallaqa sana nama akkasiif liqeessuu hin qabdu turte.,General
እድሉን ካገኙ ይህንን ፊልም ማየት አለብዎት.,fiilmii kana yoo carraa argattan ilaaluu qabdu.,General
እስካሁን ስልክ ቁጥርህ ምን እንደሆነ አልነገርከኝም።,ammallee lakkoofsi bilbila kee maal akka ta'e natti hin himne.,General
ላለመሄድ ለምን እንደወሰንክ እስካሁን አልነገርከኝም።,ammallee maaliif akka hin deemne murteessite natti hin himne.,General
እሱ መምጣት ካልቻለ ቦታውን መያዝ አለቦት።,akka inni dhufuu hin dandeenyeef bakka isaa fudhachuu qabda.,General
ማድረግ የማልፈልገውን ነገር እንዳደርግ እየጠየቅከኝ ነው።,waan ani gochuu hin barbaanne akkan hojjedhu na gaafachaa jirta.,General
በዛ ቀሚስ ብዙ ጭንቅላት ታዞራለህ።,uffata sanaan mataa baay'ee garagalchuuf jirta.,General
ከቶም ጋር ለረጅም ጊዜ ሰርተሃል፣ አይደል?,yeroo dheeraaf toomii wajjin hojjetteetta mitiiree?,General
የእርስዎ ስፌት በጥቂት ቀናት ውስጥ መወገድ አለበት።,guyyoota muraasa booda cittoon keessan baafamuu qaba.,General
"ቤቴን እንድሳል ልትረዳኝ ትችላለህ? ""በእርግጥ ችግር የለም""","mana koo dibu na gargaaruu dandeessu? ""dhugaadha. rakkoo hin qabu.""",Health/Medical
"ይህ ካሜራ ምን ያህል ዋጋ አለው? ""ወደ 100 ዶላር.""","kaameeraan kun gatii meeqa qaba? ""gara doolaara 100.""",Business/Economy
"የሚሸጡ ብዙ ነገሮች አሉኝ። ""ምን አይነት ነገሮች?""","wantoota gurgurtaaf baay'een qaba. ""wantoota akkamii?""",General
"ከእሱ ጋር ያለዎት ግንኙነት ምንድን ነው? ""እኔ አባቱ ነኝ.""","hariiroon ati isa waliin qabdu maali? ""ani abbaa isaati.""",Religion
"ምን አይነት ቢራ ይፈልጋሉ? ""በመታ ላይ ምንም ይሁን.""","biiraa akkamii barbaadda? ""wanti tap irra jiru hunda.""",General
"በስንት ሰአት ትጨርሰዋለህ? ""እስካሁን እርግጠኛ አይደለሁም.""","sa'aatii meeqatti xumurta? ""hanga ammaatti mirkanaa'aa miti.""",General
"እነዚህ መጽሔቶች የማን ናቸው? ""የዶክተሮች ናቸው.""","barruuleen kun kan eenyuuti? ""isaan kan doktoraati.""",Health/Medical
"መስኮቱን ለመክፈት ያስባሉ? ""በእርግጠኝነት አይደለም.""","foddaa sana banuun si rakkisuu? ""dhugaadha akka hin taane.""",General
"መስኮቱን ለመክፈት ያስባሉ? ""በጭራሽ.""","foddaa sana banuun si rakkisuu? ""dhugaadha miti.""",General
"በሩን ብትዘጋው ታስባለህ? ""አይ, በጭራሽ.""","balbala cufuun si rakkisaa? ""lakki, tasumaa miti.""",General
"እባካችሁ ጨዉን ልታሳልፉኝ ትችላላችሁ? ""ይሄውልህ.""","mee soogidda naaf dabarsitaa? ""kunoo jirta.""",Health/Medical
"መጥፎ ልማድ, አንዴ ከተፈጠረ, ለማስወገድ አስቸጋሪ ነው.",amalli hamaan tokko erga uumamee booda ofirraa baasuun rakkisaadha.,General
መቅድም የሌለው መጽሀፍ ነፍስ እንደሌለው ሥጋ ነው።,kitaabni seensa hin qabne akka qaama lubbuu hin qabnee ti.,Religion
በብስክሌቱ ሲሄድ አንድ ልጅ ቦርሳዬን ነጠቀኝ።,mucaan tokko osoo biskileetii isaatiin darbu boorsaa koo bute.,General
የዶክተሮች መሳሪያዎች ሙሉ በሙሉ ንጹህ መሆን አለባቸው.,meeshaaleen doktoraa guutummaatti qulqulluu ta’uu qabu.,Health/Medical
የውሻ የማሽተት ስሜት ከሰው ልጅ የበለጠ ጠንቃቃ ነው።,miirri urgaa'uu saree kan namaa caalaa baayyee cimaadha.,General
የውጭ ቁዋንቁዋ በአንድ አመት ወይም ከዚያ በላይ ሊማር አይችልም።,afaan alagaa waggaa tokkoo fi sanaa ol keessatti qabachuun hin danda'amu.,Agriculture
በመጥፋት ላይ ያለውን የባህር ህይወት ለመጠበቅ የሚያስችል ፈንድ ተቁዋቁሙዋል።,lubbu qabeeyyii galaanaa balaadhaaf saaxilaman kunuunsuuf fandiin hundeeffame.,General
አንድ ጥሩ ፖከር ተጫዋች አንድ ሰው ሲያደበዝዝ ሊያውቅ ይችላል።,taphataan poker gaariin yoom namni tokko akka bluff godhu beekuu danda'a.,General
መጽሀፍ የሌለው ቤት መስኮት እንደሌለው ክፍል ነው።,manni kitaaba hin qabne akka kutaa foddaa hin qabneeti.,Education
ባልና ሚስት ሁል ጊዜ እርስ በርሳቸው ለመዋደድ ቃል ገብተዋል።,abbaan manaa fi haati manaa yeroo hunda akka wal jaallatan waadaa seenu.,General
ትንሽ ነጸብራቅ ስህተት እንደሆንክ ያሳያል.,xiqqoo xiinxaluun dogoggora akka qabdu sitti agarsiisa.,General
በኦሎምፒክ ጨዋታዎች ብዙ አገሮች ተሳትፈዋል።,biyyoonni hedduun tapha olompikii irratti hirmaatan.,General
ብዙ ሰዎች የሕግ ባለሙያዎች በጣም ብዙ ክፍያ እንደሚከፈላቸው ያስባሉ.,namoonni baay'een abbootiin seeraa kaffaltii garmalee argatu jedhanii yaadu.,Government
በርካታ አገሮች በአደገኛ ዕፆች ላይ ጥብቅ ሕጎች አሉዋቸው.,biyyoonni hedduun qoricha sammuu namaa hadoochu irratti seera cimaa qabu.,General
ጨዋነት የጃፓን ሰዎች ባህሪ ነው።,amalli safuu qabuun amala namoota jaappaan ti.,General
ፕሮፌሽናል ሌባ በአጭር ጊዜ ውስጥ የመኪናውን በር ሊይዝ ይችላል።,hattuun ogeessa ta'e yeroo gabaabaa keessatti balbala konkolaataa jimmy danda'a.,General
ከመሬት ጉድጓድ ውስጥ የበሰበሰ ሽታ ወጣ።,urgaa xuraa'aan tokko boolla lafa keessaa ba'e.,Agriculture
ራስ ወዳድ ሰው ከራሱ ስሜት በቀር ምንም አያስብም።,namni ofittoo miira ofii malee homaa hin yaadu.,General
ትንሽ የበረዶ ኳስ የበረዶ መንሸራትን መጀመር ይችላል።,kubbaan qorraa xiqqaan tokko avalanche jalqabuu danda'a.,General
በአስራ አንደኛው ሰአት የሞት ቅጣት እንዲቆይ ተወሰነ።,sa'aatii kudha tokkoffaa irratti ajjeechaan akka dhaabbatu ajajameera.,Government
በዚህ ክረምት ወደ አሜሪካ የሚደረግ ጉዞ ከጥያቄ ውጭ ነው።,ganna kana gara ameerikaa deemuun gaaffii keessaa ba'eera.,Education
የዩኒቨርሲቲ ሥራ ብዙ ተጨማሪ ነፃ ጊዜ ይሰጥዎታል።,hojiin yunivarsiitii yeroo bilisaa baayyee siif kenna ture.,Education
ብዙ ሰዎች የሚዝናኑበት የክረምት ስፖርት የበረዶ መንሸራተት ነው።,ispoortiin yeroo qorraa namoonni hedduun itti gammadan ice skating dha.,Education
ነገ በዚህ ሰአት አካባቢ ፉጂ ተራራ ላይ እንወጣለን።,"boru gara sa'aatii kanaatti, gaara fujii ol baana.",General
እንደ ጋዜጣው ዛሬ ዝናብ ሊዘንብ ነው።,akka gaazexaan kun ibsutti har'a roobni ni roobsa.,Agriculture
ከተወሰነ ጊዜ በኹዋላ በወተት ውስጥ የበቆሎ ቅርፊቶች ይረጫሉ.,yeroo muraasa booda boqqolloo aannan keessa jiru ni jiidha.,Agriculture
ከእራት በኹዋላ ጊታርዎን ይዘው ይምጡ እና እንዘፍናለን።,irbaata booda gitaara kee fidaa sirba.,General
ከጦርነቱ በኹዋላ ወደ ደቡብ አሜሪካ ማምለጥ ችሉዋል.,waraana booda gara ameerikaa kibbaatti miliquu danda'eera.,Government
"ግብርና የተገነባው ከ10,000 አመታት በፊት ነው።","qonni waggoota 10,000 oliin dura misoome.",Business/Economy
የአየር ብክለት አንዳንድ ተክሎች በደንብ እንዳይበቅሉ ይከላከላል.,faalamni qilleensaa biqiltoonni tokko tokko akka gaariitti akka hin guddanne taasisa.,Agriculture
በባዶ ሆድ ላይ አልኮል በፍጥነት ይጎዳዎታል።,alkooliin garaa duwwaa irratti dafee si miidha.,Health/Medical
