Amharic,Oromo,domain
ለመጠገን ከመሞከር ይልቅ አድስ መግዛት የተሻለ ይሆናል።,Suphuuf yaaluu mannaa haaraa bitachuu wayya.,General
የሆነ ነገር እየደበቅከን ነው፧,Waan ta'ee nu dhoksiaa jirtaa?,General
በ86 አመታቸው በአልጋ ላይ በሰላም አረፉ።,Umurii isaa waggaa 86tti siree irra nagaadhaan boqotan.,Government
ደብዳቤ ደረሰኝ።,Xalayaan na qaqqabe.,General
ፓሪስ በአለም ላይ ካሉ ትልልቅ ከተሞች አንዷ ናት።,Paaris magaalota gurguddoo addunyaarra jiran keessaa ishee tokkodha.,General
ብዙም ሳይቆይ ከእነሱ ጋር ተገናኘን።,Utuu baayʼee hin turin isaan waliin wal argine.,Religion
አንተ ከእነርሱ አንዱ አይደለህም እንደ፧,Ati isaan keessaa tokko mitii?,General
መጽሃፉን አዘዋል፧,Kitaabicha ajajjaniittuu?,General
ልታናግረኝ ትፈልጋለህ ወይስ አትፈልግም፧,Na haasofsiisuu barbaadda moo hin barbaaddu?,General
ምን እየተፈጠረ እንዳለ ያውቃሉ።,Maaltu uumamaa akka jiru ni beeku.,General
ገና አልደረሰም።,Qilleen hin geenye.,Religion
ሰማዩ ሰማያዊ የሆነው ለምንድን ነው፧,Samiin maaliif halluu cuquliisa qabaatee?,General
አደጋ ላይ ሲሆኑ ይሸሻሉ።,Yeroo balaan isaan mudatu ni baqatu.,General
መግባት እንችላለን፧,Galuu ni dandeenyaa?,General
ከጓደኛው ጋር ቃል ነበረው ከዚያም መታው።,Hiriyaa isaa waliin jecha qaba ture achiis isa rukute.,General
ቶም ልረዳህ አልችልም።,Si gargaaruu hin danda'u Toom.,General
ጥሩ እንደሆንክ ተስፋ አደርጋለሁ።,Akka ati gaarii taate abdiin qaba.,General
ታላቅ ወንድሙን የቤት ስራቸውን እንድሰሩ እንድረዳቸው ጠየቁት።,Obboleessii isaa angafni hojii manaa isaanii akka hojjetan akka isaan gargaaru isa gaafatan.,General
ቶም አሁንም ውጭ ነው።,Toom ammallee ala jira.,General
በየሁለት ቀኑ እደውላለሁ።,Guyyaa lama lamatti nan bilbila.,General
የእናቴ ምግብ ናፈቀኝ።,Nyaata haadha koo nan yaade.,General
እጆቹን አጣጥፎ ሶፋው ላይ ተቀመጠ።,Harka isaa dachaasee soofaa irra taa'e.,General
የወይን ጠጅ ግድ የለኝም።,Daadhii Wayiniif dhimma hin qabu.,General
መሞቱን ስሰማ በጣም ተነካሁ።,Du'a isaa yeroon dhaga'u baay'een tuqame.,General
ይህን ስራ ዛሬ መስራት አለብኝ።,Hojii kana har'a hojjechuun qaba.,General
ባቀረቡት ሃሳብ እስማማለሁ።,Yaada dhiheessitan irratti nan walii gala.,General
ከዚህ በፊት የሆነ ቦታ እንደሰማሁት ይሰማኛል።,Kanaan dura bakka tokkotti akkan dhaga'e natti dhagahama.,General
ይህ ጥሩ ሃሳብ እንደሆነ እርግጠኛ አይደለሁም።,Kun yaada gaarii ta'uu isaa mirkanaa'aa miti.,General
ምን ፈርተሃል፧,Maal sodaatteettaa?,General
እዚህ ለጥቂት ደቂቃወች እቆያለሁ።,Daqiiqaa muraasa as nan tura.,General
ሁሌም አብረን ነበርን።,Yeroo hunda waliin turre.,General
በዚያ ቤት ውስጥ ማን እንደሚኖር አውቃለሁ።,Mana sana keessa eenyu akka jiraatu nan beeka.,General
በመጨረሻው ግጥሚያ ይደሰት ይሆን ብየ አስባለሁ።,Tapha isa dhumaa kana itti gammadee laata jedheen yaada.,General
ነገሮችን የመርሳት ዝንባሌ አለህ።,Amala dagannaa wantootaa qabda.,General
ብዙ ተስፋወች ተሰጥተዋል።,Abdiiwwan hedduun kennamaniiru.,General
ቶም መዋኘት እንደማይችል ሁላችንም እናውቃለን።,Toom bishaan daakuu akka hin dandeenyee hundii keenya ni beekna.,General
ውሾች ብልህ ናቸው።,Saroonni qaroodha.,General
ለአንገት ሃብል እናመሰግናለን።,Dirata mormaaf galatoomaa.,General
በዚህ ሰአት በእርግጠኝነት በሞቀ ገላ መታጠቢያ ትዝናናለች።,Sa'aatii kanatti dhiqannaa ho'aa akka itti gammaddu mirkana'aadha.,General
ዛፉን የተከለው ማን ነው፧,Eenyutu biqiltuu kana dhaabe?,General
በእርግጠኝነት አልጸጸትምም።,Ani akkan hin gaabbine mirkanaa'aadha.,General
ሊንከን በ1860 ፕሬዝደንት ሆኖ ተመረጠ።,Liinkan bara 1860tti Pirezidaantii ta'ee filatame.,Agriculture
እርስወ በጣም መተንበይ ይችላሉ።,Isin sirriitti tilmaamamuu dandeessu.,General
ዛሬ ጠዋት እንግዳ የሆነ የስልክ ጥሪ ደረሰኝ።,Har'a ganama bilbilli haaraa naaf bilbilame.,General
ቶም ማርያምን በስልክ አነጋግሯታል።,Toom bilbilaan Maariyaam waliin haasa'e.,Religion
በድንገት ሃይለኛ ዝናብ መዝነብ ጀመረ።,Akka tasaa roobni baay'ee cimaan roobuu jalqabe.,Agriculture
ብዙውን ጊዜ በዚህ ክፍል ውስጥ እንተኛለን።,Yeroo baay'ee kutaa kana keessa rafna.,Education
ቶም በመስኮቱ ውስጥ ተመለከተ።,Toom foddaa keessaan ilaale.,General
ለጥቂት ሰወች መሰናበት አለብኝ።,Namoota muraasaaf nagaa dhaamuun qaba.,General
ጨዋታውን ማሸነፉ አይቀርም።,Tapha kana injifachuun isaa hin oolu.,General
ልታሳልፈኝ ትችላለህ፧,Na dabarsuu dandeessaa?,Health/Medical
እሷ ሪፖርት መጻፍ ችላለች፧,Isheen gabaasa barreessuu dandeessettii?,Government
ምልክቴን ከአንተ እወስዳለሁ።,Mallattoo koo siirraan fudhadha.,General
ስራ የበዛበት ምሽት ነበር።,Halkan hojiin itti baay'ate ture.,General
ለመንዳት በጣም ተኝቻለሁ።,Oofuuf baay'ee rafeera.,General
በሚቀጥለው ሳምንት ዝግጅት ሊያደርጉ ነው።,Torban dhufu qophii gochuuf jiru.,General
በአንተ በጣም ደስተኛ ነኝ።,Ani sitti baay'ee gammadeera.,General
ያንን አልወደውም።,Isa sana hin jaalladhu.,General
ፖሊስ ውጭ ነው።,Poolisiin ala jira.,Government
በመጨረሻ ህጻኑ ተኝቷል።,Dhumarratti daa'imni sun rafeera.,General
ብረት በስፋት እንደገና ጥቅም ላይ ይውላል።,Sibiilli bal'inaan irra deebi'ee faayidaarra oola.,Religion
እባክህ ፎቶህን እንዳነሳ ፍቀድልኝ።,Maaloo suuraa kee akkan kaasuu naaf hayyami.,General
ከእሷ ጋር ወደ ሃዋይ መሄድን መቸም አልረሳውም።,Ishee waliin gara Hawaayi deemuun yoomiyyuu hin dagadhu.,General
እሷ በብዙ መልኩ ከእኔ ጋር ትመሳሰል ነበር።,Isheen karaa hedduudhaan na waliin walfakkaatti turte.,General
ቀላል ያደርገዋል።,Salphaa isa taasisa.,General
ዝናብ ቢዘንብም ወጣ።,Roobni roobus ni ba'e.,Agriculture
ፈረንሳይኛ ለመማር ምርጡ መንገድ ምንድነው፧,Afaan Faransaayii barachuuf karaan gaariin maaliidha?,Education
ቶም መኪናውን ከማርያም ቤት ጀርባ አቆመ።,Toom konkolaataa isaa mana Maariyaam duuba dhaabe.,Religion
ይህን እስካሁን አይተሃል፧,Kana hanga ammaatti argiteettaa?,General
ቶም ምላሽ እንድሰጥ እፈቅዳለሁ።,Toom deebii akka kennu nan hayyama.,General
የተሻሉ አማራጮች አሉ፧,Filannoowwann kana caalan ni jiruu?,General
ሂደቱ ሙሉ በሙሉ በራስ-ሰር ነው።,Adeemsi kun guutummaatti ofumaan kan hojjetamudha.,General
ሁሉም ነገር ደህና ሆነ።,Wanti hundi gaarii ta'e.,General
ያ በጣም ረጅም ጊዜ ይወስዳል።,Sun yeroo baay'ee dheeraa fudhata.,General
ሴትዮዋን ሰላምታ ሰጠቻት።,Dubartii sana nagaa gaafatte.,Government
ተማሪወቹ የተሰላቹ ይመስላሉ።,Barattoonni waan nuffan fakkaatu.,Education
ወደ ከተማው የሚያመራ አይመስልም።,Gara magaalatti waan qajeelchuu hin fakkaatu.,General
በሰራተኞቹ ፊት አደረጉ።,Hojjetoota fuulduratti raawwatan.,General
እኛ አዋቂወች የልጆችን የማሰብ እና የመፍጠር ችሎታ ማጥፋት የለብንም።,Nuti ga'eessonni dandeettii yaaduu fi kalaquu ijoollee balleessuu hin qabnu.,General
የሚቻል ይመስለኛል።,Waan danda'amuu natti fakkaata.,General
ማናችንም ብንሆን መልሱን አናውቅም።,Eenyuu keenyayyuu taanuu deebii isaa hin beeknu.,General
ቶም ያለፈውን ሳምንት በቦስተን ከአሊስ ጋር እንዳሳለፈ ካወቀች ሜሪ ምን እንደምትል ገመተች።,Toom torban darbe Aliis waliin Booston keessa akka dabarse yoo beektee Meeriin maal akka jettuu tilmaamte.,Health/Medical
ያንን ማድረጌን አላስታውስም።,Akkas gochuu koo hin yaadadhu.,General
በአንድ ጊዜ እርምጃ መውሰድ አለብን።,Yeroo tokkotti tarkaanfii fudhachuu qabna.,General
አክስቴ ወረቀቶቹን ስታነብ መነጽር ትለብሳለች።,Adaadaan koo yeroo waraqaa dubbistu golgituu ijaa ni uffatti.,Government
ኩባንያ ያለን ይመስላል።,Dhaabbata waan qabnu fakkaata.,Business/Economy
ስንት ሰአት ትመለሳለህ፧,Sa'aatii meeqatti deebitaa?,General
ሶስት እህቶች አሉኝ።,Obboleettiiwwan sadiin qaba.,General
እንደ አንድ ደንብ ከስምንት ሰአት በፊት ወደ ትምህርት ቤት እሄዳለሁ።,Akka dambii tokkootti sa'aatii saddeet dura mana barumsaa nan deema.,Education
ዛሬ ማታ እንግዳ እንድትሆኑልኝ እመኛለሁ።,Halkan kana keessummaa koo akka taatan nan hawwa.,General
ጫካ ውስጥ ጠፍተዋል።,Bosona keessaa badaniiru.,General
በጀርባየ ካለው ህመም ጋር መኖርን ተምሬያለሁ።,Dhukkubbii dugda koo keessa jiru waliin jiraachuu baradheera.,Health/Medical
ቶም ስለ ውጤቶቹ አልተጨነቀም።,Toom waa'ee qabxii isaa hin yaaddofne.,General
ቶም በአባቶች ቀን ለአባቱ እኩል ሰጠው።,Toom guyyaa abbootii abbaa isaatiif qixxee kenne.,Religion
ሁለታችሁም በአለም ውስጥ ደስታን እንድታገኙ እመኛለሁ።,Lamaan keessan iyyuu gammachuu addunyaa kana keessatti akka argattan nan hawwa.,General
ቶም ስለ ጸሃይ ስርአት አንድ ጽሁፍ አነበበ።,Toom waaʼee sirna aduu kitaaba tokko dubbise.,General
እንድታድግ እፈልጋለሁ።,Akka ati guddattu nan barbaada.,General
ኮፍያየን አውልቄ ቤተክርስቲያን ገባሁ።,Baarneexaa koo ofirraa baasee mana kiristaanaa seene.,Religion
ይህን ቀለም ይወዳሉ፧,Halluu kana ni jaallattuu?,General
ቶም ጠፍተዋል፣ ማርያም ግን የለችም።,"Toom badeera, Maariyaam garuu hin jirtu.",Religion
ከወትሮው በበለጠ ፍጥነት ተጓዝን።,Saffisa yeroo kaan irra caaluun ni imalle.,General
ሊያገባት አስቦ ነበር።,Ishee fuudhuuf yaadee ture.,General
እኔ እዚህ መሆኔን ሌላ ማን ያውቃል፧,As akkan jiru kan biraa eenyutu beeka?,General
እሱ ከእኛ አጠገብ ይኖራል።,Inni mana nu cinaa jiraata.,Education
ብዙ የምለው አለኝ።,Waan jedhuu baay'een qaba.,General
ጋዜጣ እያነበበ ነበር።,Gaazexaa dubbisaa ture.,General
በጀመረችው ቢዝነስ እጇን አስረክባ ገንዘብ እያገኘች ነው።,Daldala isheen jalqabde kanaan harka wal qabatee maallaqa argachaa jirti.,Business/Economy
ሁሉም ወጡ።,Hundii isaanii ni bahaan.,General
ቶም ፕሮግራሚንግ እየተማረ ነው።,Toom sagantaa qopheessuu barachaa jira.,General
መሬቱ ከበርካታ ቀናት ዝናብ በኋላ በውሃ ተጥለቀለቀ።,Lafti kun rooba guyyoota hedduu booda bishaaniin guutameera.,Agriculture
ቶም ስህተት ላይሆን ይችላል።,Toom dogoggora taʼuu dhiisuu dandaʼa.,General
እስከ ነገ ምሽት እጠብቃለሁ።,Hanga boruu galgalaatti nan eega.,General
ገንዘብ አበድራለሁ።,Maallaqa nan liqeessa.,Business/Economy
መኪናየን የማጠብበት ጊዜ አሁን ይመስለኛል።,Yeroon konkolaataa kooitti dhiquu amma natti fakkaata.,General
ቶም ትናንት ከማርያም ጋር ተነጋገረ።,Toom kaleessa Maariyaami waliin haasa'e.,Religion
ቶም አይኑን ጨፍኖ እንደተኛ አስመሰለ።,Toom ija isaa cufatee waan rafee jiru fakkeesse.,General
ይህንን ለመቀበል ከሚፈልጉት በላይ የሚፈልጉት ይመስለኛል።,Kana fudhachuuf kan barbaaddan caalaa waan barbaaddan natti fakkaata.,General
ጥቂት ሩዝ ይፈልጋሉ፧,Ruuzii muraasa barbaadduu?,Agriculture
ቶም ለማርያም ምን ማድረግ እንዳለባት ለመንገር ሞከረች።,Toom maal gochuu akka qabdu Maariyaamitti himuuf yaale.,Religion
እባክህ እረፍት ስጠኝ።,Maaloo boqonnaa naaf kenni.,Education
ሁሉም ሰው ለእሷ ተግባቢ ነው።,Namni hundi isheef michuudha.,General
ቶም በማርያም ስራ አልረካም።,Toom hojii Maariyaamiitti hin quufne.,Religion
እንደት ሊሆን እንደሚችል እየጠየቀች ነው።,Akkamitti ta'uu akka danda'u gaafachaa jirti.,General
ጮክ ብሎ መናገር አያስፈልግም።,Iyyanii dubbachuun hin barbaachisu.,General
ይህን ክፍል ወድጀዋለሁ።,Kutaa kana jaalladheera.,Education
አማራጮችን እያጣራሁ ነው።,Filannoowwan sakatta'aan jira.,General
በመርከብ እየተጓዝን ነበር።,Dooniin deemaa turre.,General
በቀይ የተሰመሩት ሁሉም ቃላት የፊደል አጻጻፍ መረጋገጥ አለባቸው።,Jechoonni diimaan jala sararaman hundi qubeen isaanii sakatta'amuu qabu.,General
ምንም አይነት ከባድ አደጋወች አላጋጠሙንም።,Balaan gurguddaa nu mudate hin jiru.,General
አይኖቸን ማመን አቃተኝ።,Ija koo amanuu dadhabe.,General
ቶም እንደሞላ ነገረኝ።,Toom akka guute natti hime.,General
የመጨረሻወቹ ቀናት የት ነበርክ፧,Guyyoota dhumaa eessa turtan?,General
ወደ ውጭ አገር ሄደው ያውቃሉ፧,Biyya alaa deemtanii beektu?,General
በጫካ ውስጥ ብቻውን ይኖራል።,Kophaa isaa bosona keessa jiraata.,Education
ምን አይነት ምግብ በልተሃል፧,Nyaata akkamii nyaatte?,General
ዛሬ ትመጣለህ ብየ አስብ ነበር።,Har'a ni dhufta jedhee yaaden ture.,General
መቸ እንደሚመጣ በትክክል አላውቅም።,Yoom akka dhufu sirriitti hin beeku.,General
መመረጥ ከፈለግክ ህዝባዊ ገጽታህን ማሻሻል አለብህ።,"Yoo filatamuu barbaadde, ilaalcha uummatni siif qabu fooyyeffachuu qabda.",General
ነፋሱ የመስኮቱን መስኮቶቹን አንኳኳ።,Qilleensi sun foddaa sana ni raase.,General
ጨዋታ አይደለም።,Tapha miti.,General
በቀል እፈልጋለሁ።,Haaloo bahuun barbaada.,General
ምን ማድረግ እንደምፈልግ እስካሁን አላውቅም።,Ammatti maal gochuu akkan barbaadu hin beeku.,Health/Medical
እንዳትንቀሳቀስ ነግሬሃለሁ።,Hin socho'in sitti himeera.,General
ደሜን መመርመር እፈልጋለሁ።,Dhiigni koo akka qoratamu nan barbaada.,General
ብዙ አልተናገርክም፧,Baay'ee hin dubbannee?,General
ያ ሰውየ ማን እንደሆንኩ ጠየቀኝ,"Namichi sun eenyu akkan ta'e na gaafate,",General
ነገርግን ለዚህ ጥያቄ መልስ መስጠት አስፈላጊ ነው ብየ አላሰብኩም ነበር።,garuu gaaffii sana deebisuun barbaachisaadha jedhee hin yaadu.,Education
ቀዩን ጃኬቱን አልወደውም።,Jaakkeetii diimaa sana hin jaallanne.,General
ምን እንዳደርግ እንደምትፈልግ ንገረኝ።,maal gochuu akka barbaaddu natti himi.,Health/Medical
ምንም ይሁን ምን እደግፍሃለሁ።,Waan fedhe haa ta'u sin deeggara.,General
ጫና ላደርግብህ አልፈልግም።,Dhiibbaa sirratti gochuu hin barbaadu.,General
እወድሃለሁ ቶም,Si jaalladha Toom.,General
መጠጥ እገዛሃለሁ።,Dhugaatii siifan bita.,General
ለዚህ ማን እንደከፈለ ማወቅ እፈልጋለሁ።,Kanaaf eenyu akka kaffale beekuu barbaada.,General
እሱ በኪዩሹ ትንሽ መንደር ውስጥ ይኖራል።,Inni ganda xiqqoo Kyushu keessa jiraata.,Education
ያመለጠው ወንጀለኛ የታጠቀ እና አደገኛ ነው።,Yakkamaan miliqe kan hidhatee fi rakkisadha.,General
ያ ቆንጆ ቀይ ጭንቅላት ማን ነው፧,Rifeensi diimaan bareedaan sun eenyu?,General
ቲዩበርክሎዝ አለብኝ።,Dhukkuba tiruu qaba.,Health/Medical
ለቅድመ ትምህርት ቤት ልጆች መግቢያ ነጻ ነው።,Daa'imman mana barumsaa duraatiif seensi bilisa.,Education
ቶም ማርያምን ለመርዳት አለ።,Toom Maariyaam gargaaruuf jira.,Religion
አንድ ደቂቃ እንኳን ማባከን አንችልም።,Daqiiqaa tokkollee qisaasessu hin danda'u.,General
ልስምሽ ምንም አይደለም፧,Yoon si dhungadhe homaa mitii?,General
እኛ አረመኔወች አይደለንም።,Nuti hamoota miti.,General
ሃኪም ማየት ያስፈልጋል።,Doktorri ilaaluun barbaachisaadha.,Health/Medical
እሱ ሁልጊዜ እዚያ ይኖራል።,Inni Yeroo hundumaa achi jiraata.,Education
እሱን ማየት ለናንተ አስፈላጊ ይመስለኛል።,Isa arguun sinif barbaachisaa natti fakkaata.,General
ሁለቱ ወንድማማቾች በፖድ ውስጥ እንደ ሁለት አተር ናቸው።,Obbolaan lamaan kun akka baaqelaa lamaa pod keessaa ti.,Agriculture
እንደት ስልኩን ዘጋችህ፧,Akkamitti bilbila sirratti cufte?,General
በአድሱ ልብሷ በጣም ቆንጆ ሆና ታየች።,Uffata ishee haaraadhan baayyee bareedduu fakkaatte.,General
ቶም ተሳዳቢ ነው።,Toom nama arrabsa.,General
ፈረስ በጣም በፍጥነት መሮጥ ይችላል።,Fardi baayyee saffisaan fiiguu danda'a.,Agriculture
ጥር የአመቱ የመጀመሪያ ወር ነው።,Amajji ji'a jalqabaa waggaati.,Government
ሰራተኞቹ ጸጉራቸውን አጭር ማድረግ አለባቸው።,Hojjettoonni rifeensa isaanii gabaabsuu qabu.,General
ቁልፉን አመጣህ፧,Furticha fiddee?,General
ቶም የሃኪም ረዳት ነው።,Toom gargaaraa ogeessa fayyaati.,Health/Medical
ከሁለቱ አንዱን መምረጥ ነበረብኝ።,Lamaan keessaa tokko filachuun qaba ture.,General
አንድ የሚያመሳስለን ነገር ያለን ይመስለኛል።,Waan tokko nu fakkeessu qabna jedheen yaada.,General
ቴሌቭዥን እየተመለከትኩ ነበር ስልኩ ሲደወል።,TV ilaalaan ture bilbilli yeroo bilbilame.,General
ዛሬ ስራ አልበዛበትም።,Har'a hojiin natti hin baay'atu.,General
ይህ የማህጆንግ ነው።,Kun mahjong dha.,General
ቶም የ33 አመት ሰው ነው።,Toom nama ganna 33 ti.,General
ወደ ባህር ዳርቻ መሄድ ወይም ተራራ መውጣት እንችላለን።,Gara qarqara galaanaa deemuu ykn gaaratti ol bahuu dandeenya.,General
ሁለቱንም ማድረግ አንችልም።,Lamaanuu gochuu hin dandeenyu.,General
ዛሬ ማታ ከቤት ውጭ እንብላ።,Mee galgala kana alaa baanee haa nyaannu.,Agriculture
ትኩሳት አለብህ።,Ho'a qaamaa qabda.,Health/Medical
ማርያም የቶም ሚስት አይደለችም።,Maariyaam haadha manaa Toomii miti.,Religion
ያስፈልገን ነበር።,Nu barbaachisee ture.,General
በስድስት ሰአት ወደዚህ መምጣት አለበት።,Sa'aatii jahatti as dhufuu qaba.,General
ያ ያንተ ስራ አይደለም።,Sun hojii kee miti.,General
መዋጋት ካላቆምክ ለፖሊስ እደውላለሁ።,Lola hin dhiiftan taanan poolisiittan bilbila.,Government
ነገሮች መጥፎ ይሆናሉ።,Wantoonni jibbisiisoo ni ta'u.,General
ደህና፣ ቶም፣ ልክ ነበራችሁ።,"Nagaa, Toom, sirrii turtan.",General
እዚህ እንደደረስክ ከእኔ ጋር ተገናኝ።,Akkuma as geesseen na qunnami!.,Religion
ቶም በጣም እንደደነገጠ አውቃለሁ።,Toom baay'ee akka rifate nan beeka.,General
ቶም ወደ አውስትራሊያ የሄደው በሰላሳ አመቱ ነበር።,Toom yeroo umuriin isaa waggaa soddoma ta'u gara Awustiraaliyaa deeme.,General
እሷ እንደ መጥረጊያ ዱላ ቀጭን ነች።,Isheen akka ulee harataa qallatti.,General
ለተጨማሪ ጥቂት ሳምንታት እቆያለሁ።,Torban muraasa dabalataaf nan tura.,General
እንደዚህ አይነት ነገር በጭራሽ አላደርግም ነበር።,waan akkasii gonkumaa hin godhun ture.,General
ከአምስት ቀን በፊት አይቻታለሁ አለ።,Guyyaa shan dura ishee argeera jedhe.,General
ቶም በአሸዋ ውስጥ ቤተመንግስት ገነባ።,Toom cirracha keessatti masaraa mootummaa ijaare.,Government
የሰማሁህ መሰለኝ።,waanan si dhaga'e natti fakkaata.,General
አሁን እርስወን ለመርዳት ጊዜ የለኝም።,Amma yeroon si gargaaru hin qabu.,General
ወደዚያ እንሄዳለን ወይም አንሄድም የሚለው ውሳኔ የእርስወ ነው።,Achi ni deemna yookin hin deemu jechuuf murteen kan keessan,Government
እንድንረዳው ጠየቀን።,Akka isa gargaarru nu gaafate.,General
ሄሊኮፕተሩ በህንጻው ላይ አንዣበበ።,Helikooptarri kun gamoo sanarra balali'aa ture.,General
ወደ ቤት ልሂድ፧,Manatti deebi'uu danda'aa?,General
ከጓደኛሞች በላይ መሆን እፈልጋለሁ።,Hiriyyoota caalaa ta'uun barbaada.,General
ለትንሽ ጊዜ እንውጣ።,Mee yeroo muraasaaf haa baanu.,General
ቶም እዚህ ያለው ማርያምን ማነጋገር ስለፈለገ ነው።,Toom As kan jiru Maariyaam wajjin haasa'uu waan barbaaduuf.,Religion
ሁሉም በአንድ ጊዜ ፍንዳታ ተፈጠረ።,Hunduu Yeroo tokkotti dhohinsa uume.,General
ችግሩን እናስተካክላለን።,Rakkoo jiru ni sirreessina.,General
ደብዳቤውን ለአክስቴ ጻፍኩት።,Xalayaa sana adaadaa kootifan barreesse,Government
ወንድምህ ማነው፧,Obboleessi kee eenyu?,General
ሰአቴ የተሰበረ ይመስላል።,Sa'aatiin koo waan cabe natti fakkaata.,General
መኪና መንዳት ለመማር የተወሰነ ጊዜ ወስዶብኛል።,Konkolaachisummaa barachuun yeroo murtaa'e natti fudhatera.,Education
ያ ፍጹም የተለመደ ነበር።,Sun waan guutummaatti baratame ture.,General
መኪናው አሸዋውን መሬት ላይ ጣለው።,Konkolaatichi Ashawaa sana lafatti gate.,Agriculture
ለዚህ ተጠያቂ ነኝ ቶም።,"Kanaaf itti gaafatamadha ani, Toom.",General
ተራበህ እንደሆነ እጠይቃለሁ።,Beeloftee jirtaa jedheen gaafadha.,General
መግባት አለብህ።,Galuu qabda.,General
የልደት ቀን ስጦታ ከመስጠት ወደኋላ አይልም።,Kennaa guyyaa dhalootaa kennuu irraa duubatti hin jedhu,Religion
ከአንድ ሰአት በኋላ መልሸ እደውልልሃለሁ።,Sa'aatii tokko booda deebisee siif bilbila.,Business/Economy
ወንድሙ ከሱ የበለጠ ታጋሽ ነው።,Obboleessi isaa isa caalaa obsa qaba.,General
ለማን ነው ማነጋገር የምትፈልገው፧,Eenyu waliin haasa'uu barbaadda?,General
ስንት ተጫዋቾች አሉ፧,Taphattoota meeqatu jira?,General
ለዚያ ፖለቲከኛ ብዙ ገንዘብ ሰጥቷቸዋል።,Nama siyaasaa sanaaf qarshii hedduu kenne.,Government
የደከመኝ ይመስለኛል፧,Dadhabe natti fakkaata?,General
በቡድኑ ውስጥ ያለው ማነው፧,Garee kana keessa eenyutu jira?,General
ቶም አሁን መልስ ሊሰጥህ አይችልም።,Toom amma deebii siif kennuu hin danda'u.,Education
ሁሉም ማለት ይቻላል ተሳትፏል።,Hundi jechuun ni danda'ama hirmaateera.,General
ንባብ የአካል ብቃት እንቅስቃሴ ለሰውነት ምን ማለት እንደሆነ ለአእምሮ ነው።,Dubbisuun sammuuf sochiin qaamaa qaamaaf maal akka ta'edha.,General
ቢመጣም ባይመጣም ለውጥ አያመጣም።,"Dhufus, dhiisus garaagarummaa hin qabu.",General
አብረን ብዙ ጊዜ እንድናሳልፍ እመኛለሁ።,Waliin yeroo heedduu aakka dabarsinu nan amana.,Health/Medical
እንደማይመስል አውቃለሁ,Akka hin fakkaanne nan beeka,General
ነገር ግን ብዙ ነገሮችን ከትርፍ ክፍሉ አስወግጃለሁ።,garuu kutaa dabalataa keessaa waan baay'ee hambiseera.,Business/Economy
እርስ በርሳቸው ይደሰታሉ።,Walitti gammadu.,General
ያንን ሹራብ ጨርሰውታል፧,Shurraaba sana xumurteettaa?,General
የዋህ ነበርኩ።,Ani Tasgabbaa'aa ture.,General
እናንተ ሰወች ነጭ ወይን ይወዳሉ፧,Jarreen wayinii adii ni jaallattu?,General
ማን እየነዳ ነበር፧,Eenyuutu konkolaataa oofaa ture?,General
ደንበኛ ስላልነበረን ሱቁን ቀድመን ዘግተናል።,Maamiltoota waan hin qabneef dafnee suuqicha cufne.,Agriculture
ወደ ቤት ከመሄደ በፊት ይህን ለማድረግ እሞክራለሁ።,Osoon gara manaatti hin deemin dura akkas gochuuf nan yaala.,General
ይህ ህመም ለምን ያህል ጊዜ ቆየህ፧,Dhukkubbiin kun yeroo hammamiif sirra ture?,Health/Medical
አልጠፋሁም።,Ani hin bade.,General
ስለ ሁሉም ነገር እና ምንም ነገር ተነጋገርን።,Waa'ee waan hundumaa fi waa'ee homaa hin haasofne.,General
ሰውየው ሃላፊነት የጎደለው ነኝ በማለት ከሰሰኝ።,Namichi itti gaafatamummaa hin qabu jedhee na himate.,General
አንድ ቱሪስት ከገደል ላይ ወድቆ ህይወቱ አለፈ።,Turistiin tokko qarqara bowwaa irraa kufee lubbuun isaa darbe.,General
ለአባትህ ልትጽፍ ነው፧,Abbaa keetiif barreessuuf jirtaa?,Religion
ሃብታም ይመስላል።,Sooressa fakkaata.,General
ያ ችግር ለውይይት ጋብዟል።,Rakkoon sun mariif affeerera.,General
ግን ወደ ቤተ ክርስቲያን እንድንገባ ያደርገናል።,Garuu waldaa keessa akka seennu nu taasisa.,Religion
ወደ ፓርቲየ ማን እንደምጋብዝ መወሰን አልችልም።,Paartii kootti eenyuun akkan affeeru murteessuu hin danda'u.,Government
ቶም ስራወችን ቀይረዋል።,Toom hojii jijjiire.,General
መማጸን ምንም አይጠቅምም ምክንያቱም በጭራሽ አይሸነፍም።,Yoomiyyuu harka hin kennan waan ta'eef kadhachuun faayidaa hin qabu.,General
በእሷ ቦታ ብሆን ኖሮ እስካሁን ተስፋ አልቆርጥም ነበር።,Osoon bakka ishee ta'ee ammallee abdii hin kutadhu ture.,General
ከሶስት አመታት በፊት ቶምን መርጫለሁ።,Waggaa sadii dura Toomiin filadheera,General
ይህንን መንገድ ከተከተሉ ወደ ጣቢያው ይደርሳሉ።,Daandii kana yoo hordoftan buufata sana ni geessu.,General
እጀን ይዛኝ ወደ ቤት እንዳልሄድ አቆመችኝ።,Harka koo qabdee gara manaatti akkan hin deemne na dhoorkite.,General
ወደዚህ በመጎተትህ አዝናለሁ።,Gara kanatti si harkisuu kootif nan gaddda,General
ያንን ለማድረግ እያሰቡ ነው ብየ አላምንም።,Akkas gochuuf yaadaa akka jiran amanuu hin danda'u.,Agriculture
