Amharic,Oromo,domain
የሆነውም እንደዛ አይደለም።,akkasitti ta'e miti.,General
ወንድም እህት የለኝም።,obbolaa hin qabu.,General
ማን ነው የበቃው፧,eenyuutu gahaa qaba?,General
የእህትህ ስም ማን ይባላል፧,maqaan obboleettii obboleessa keetii maali?,General
አርቴፊሻል ኢንተለጀንስ አለምን እየለወጠ ነው።,sammuu namtolchee addunyaa jijjiiraa jira.,General
ደመና በሰማይ ላይ ተንሳፈፈ።,duumessi tokko samii keessaa yaabbate.,General
ጂም መምታት ያስፈልግዎታል።,jiim rukutuu qabda.,General
ለምን ላላይህ አልችልም፧,maaliif si arguu dadhabe?,General
ቶም ፌስቡክን መጠቀም አቁሙዋል።,toom feesbuukii fayyadamuu dhiisee jira.,General
ለምን እዚያ ቆመሃል፧,maaliif achi dhaabbattee?,General
ቶም በየሌሎቹ ገና ወደ አውስትራሊያ ይመጣል።,toom ayyaana qillee kan biraa hunda gara awustiraaliyaa dhufa.,Religion
እውነታውን ማረጋገጥ ያስፈልግዎታል።,reality check si barbaachisa.,General
ኮንግረስ ሂሳቡን አጽድቁዋል።,kongireessiin labsii kana raggaasiseera.,General
ቶምን ብቻ ጠይቅ።,toom qofa gaafadhu.,General
ልክ እንደ ታላቅ ወንድምህ ትመስላለህ።,ati akkuma obboleessa kee isa angafaa fakkaatta.,General
እሱ አንድ ብልሃተኛ ድንክ ብቻ ነው፧,farda mala tokkoon qofa hojjetuu?,General
የኖረበት ቤት እነሆ።,manni inni keessa jiraate kunooti.,General
ሁልጊዜ አውቶቡሱን ወደ ቦስተን መመለስ እችላለሁ፣ አይደል፧,yeroo hunda otobusii fudhadhee gara boostonitti deebi'uu nan danda'a mitiiree?,General
ሰባት ላይ እደውልልሃለሁ።,sa'aatii torbaatti siif bilbila.,Business/Economy
ከግማሽ ሰአት በፊት ተናግረሃል።,walakkaa sa'aatii dura akkas jette.,General
ለምንድነው እዚህ ያለነው፧,maaliif as jirra?,General
በካርታው ላይ ያሉት ቀይ መስመሮች የባቡር መስመሮችን ያመለክታሉ።,sararoonni diimaan kaartaa irratti argaman daandii baaburaa bakka bu'u.,General
እህቴ የሃያ አንድ አመት የኮሌጅ ተማሪ ነች።,obboleettiin koo barattuu kolleejjii waggaa digdamii tokkoo ti.,Education
ማርያም ልጇን ወደ ስራ አመጣች።,maariyaam intala ishee hojiitti fidde.,Religion
መብላት ብዙም አይሰማኝም።,nyaata baay'ee natti hin dhaga'amu.,General
እዚህ የሚኖር የለም።,namni as jiraatu hin jiru.,General
አስቂኝ መምሰል አለብኝ።,qoosaa fakkaachuu qaba.,General
መንገደኛው መንገዱን ሊጠይቀኝ ቆመ።,imaltuunis karaa na gaafachuuf dhaabbate.,General
ግዙፉን ንብረት በእጄ ላይ እንዳለ ተናገረ።,qabeenyi guddaan sun harka isaa akka jiru himate.,Agriculture
እዚህ መሆን የለብኝም።,as ta'uu hin qabu.,General
ጓደኞችህ ከታች ናቸው።,hiriyoonni kee gadi jiru.,General
ቀደም ሲል ሁሉም ነገር የተሻለ ነበር።,duraan wanti hundi fooyya'aa ture.,Health/Medical
እራሱን ከበሩ ጀርባ ተደበቀ።,innis balbala duuba of dhokate.,General
እንደ እርስዎ ጊታር መጫወት መማር እፈልጋለሁ።,anis akkuma kee gitaara taphachuu barachuu barbaada.,Education
ምንም ክሬዲት ካርዶች ተቀባይነት የላቸውም።,kaardii liqii kamiyyuu fudhatama hin qabu.,General
አገሪቱዋ ሃብት አላት ግን መበዝበዝ አትችልም።,"biyyi qabeenya qabdi, garuu itti fayyadamuu hin dandeessu.",General
ውሾች በጥቁር እና በነጭ ያዩታል።,saroonni gurraachaafi adiin argu.,General
ያንን ለማድረግ በጣም ተጠምጄ ነበር።,hojiin baayʼee waanan qabuuf akkas gochuu hin dandeenye.,General
አሁን ባታያት ይሻልሃል።,amma ishee arguu dhiisuun siif wayya.,General
ይቅርታዬን አልተቀበለም።,dhiifama koo hin fudhanne.,Religion
በራሳቸው ናቸው።,isaan ofuma isaanii irra jiru.,General
እባክዎን መጋረጃዎችን ይዝጉ።,mee drapes cufaa.,General
ቶም ተመርጧል።,toom filatame.,General
ከባቡር ጣቢያው አቅራቢያ ለመኖር ምቹ ነው።,buufata baaburaa sanatti akkasitti dhihoo jiraachuun mijataa dha.,General
ካንሰር በመጀመሪያ ደረጃ ከተገኘ በቀላሉ ይድናል።,kaansariin marsaa jalqabaa yoo argame salphaatti fayyuu danda'a.,Government
ሁሉም ሰው እየጠበቀ ነው ብዬ እገምታለሁ።,namni hundi eegaa jira jedheen falma.,General
ቶም ኮረብታ ነው።,toom nama tulluu irra jiraatudha.,General
አጽናፈ ሰማይ ስንት አመት ነው፧,yuunivarsiitiin umriin isaa meeqa?,General
የመጨረሻዎቹን ሁለት ትምህርቶች አምልጦኛል።,barnoota lamaan dhumaa na jalaa darbe.,Education
ቶም ፈረንሳይኛ የሚያውቅ አይመስልም።,toom afaan faransaayii waan beeku hin fakkaatu ture.,General
መስማማት ነበረብን።,araarama gochuu qabna turre.,General
እርምጃዎችዎን እንደገና ይከታተሉ እና ምናልባት ቁልፎችዎን ያገኛሉ።,tarkaanfii kee irra deebi'ii hordofi tarii furtuu kee ni argatta.,Religion
ጃፓናዊ መሆኔን አያውቁም።,ani jaappaan ta'uu koo hin beekan.,General
ዘግይቶ ቢመጣ ምን ማድረግ አለብን፧,yeroo booda yoo dhufe maal gochuu qabna?,General
የምትጠልቀውን ጸሀይ ተመልከት።,aduu dhiitee jirtu ilaalaa.,General
የቶም ሙዚቃ ቆንጆ ነው።,muuziqaan toomii bareedaadha.,Education
ይህንን ለአንድ ልዩ አጋጣሚ ማስቀመጥ ፈለግሁ።,kana yeroo addaatiif qusachuun barbaade.,General
ከሌላ ሰው ጋር ጊዜ ብታሳልፍ ትመርጣለች።,nama biraa wajjin yeroo dabarsuu filatti.,Health/Medical
ሀምራዊ ናቸው፧,isaan diimaadhaa?,General
ሚስጥሮችን በመጠበቅ መጥፎ ነኝ።,iccitii eeguu irratti hamaadha.,General
መንዳት እፈልጋለሁ።,konkolaachisuun barbaada.,General
ቶም ስፌት የሚያስፈልገው ይመስለኛል።,toom cittoo barbaada jedheen yaada.,General
ከሁለቱ ሰአቶች አንዱንም አልወድም።,sa'aatii lamaan keessaa tokkollee hin jaalladhu.,General
ገጹን ገለበጥኩት።,fuula garagalche.,General
ቶም ያንን እንዳደረገ አውቃለሁ።,toom akkas akka godhe nan beeka ture.,General
እንግሊዘኛ መማር ጀመረ።,afaan ingilizii barachuu jalqabe.,Education
መመዝገብ ረሳሁ።,galmaa'uu dagadheera.,General
አንድ ወር አልፏል እና ስራው ትንሽ እድገት አላደረገም።,ji'a tokko darbee hojiin kun guddina xiqqoo argamsiiseera.,General
ጃንጥላዎችዎ የት አሉ፧,gaaddidduun keessan eessa jira?,General
የምትለወጥ መስሎኝ ነበር።,jijjiiramte jedheen yaade.,General
እንደደከመህ አውቃለሁ።,akka ati dadhabe nan beeka.,General
እንዴት የራስህ ስም አታውቅም፧,akkamitti maqaa ofii hin beektu?,General
ያ የሚያምር ስእል ነው።,sun fakkii bareedaadha.,General
አሁን ወታደር ነህ።,amma loltuu taate.,Government
ቶም ሰኞ ቤት መሆን ነበረበት።,toom isniina mana ta'uu qaba ture.,General
የት እንዳለ ወይም ምን እንደሚሰራ አላውቅም።,eessa akka jiruu fi maal akka hojjetu hin beeku.,General
አቁማቸው።,isaan dhaabaa.,General
በአጋጣሚ ቶኪዮ ውስጥ አገኘሁት።,tookiyootti akka tasaa isa waliin wal barre.,General
በሩ ላይ ያለው ሰው ስሙን አልነገረኝም።,namichi balbala irra jiru maqaa isaa natti hin himne.,General
በእኔ መለያ ላይ አስቀምጠው።,akkaawuntii koo irratti kaa'aa.,General
በመጥፎ የአየር ሁኔታ አንድ ሰው በቀላሉ ጉንፋን ይይዛል።,haala qilleensaa hamaa keessatti namni tokko salphaatti qorra qabachuu danda'a.,Health/Medical
እውነት ነው የምናገረው።,dhugaa dubbachaa jira.,Religion
ቶም ይህን ማድረግ የማትፈልገው ማርያም ብቻ አይደለችም ብሉዋል።,toom akkas gochuun kan hin barbaachifne meerii qofa akka hin taane dubbateera.,Religion
አሁን ችግር ውስጥ ነኝ።,amma rakkoon na mudateera.,General
ሰኞ አልሰራም።,guyyaa isniina hin hojjedhu.,General
ይህ አልጋ ምቹ አይደለም።,sireen kun mijataa miti.,Health/Medical
በዚህ አካባቢ ማደን የተከለከለ ነው።,naannoo kanatti adamsuun dhorkaadha.,Government
በሁለት ሰአታት ውስጥ እመለሳለሁ።,sa'aatii lama keessatti deebi'a.,General
በዚህ ቤት ውስጥ የሚኖር ማንም የለም።,kana booda namni mana kana keessa jiraatu hin jiru.,General
ቶም ለማርያም ምክር እንዲሰጥ አልፈልግም።,toom akka maariyaamitti gorsa akka kennu hin barbaadu.,Religion
ጥሩ እየሰሩ ነው።,isaan gaarii hojjechaa jiru.,General
የአባቴ ቤት ምቹ ነው።,manni warra koo mijataa dha.,Religion
ጻፍልኝ።,naaf barreessi.,General
ካንተ ጋር ሲወዳደር የእኔ መኪና ትንሽ ነው።,kan kee wajjin wal bira qabamee yoo ilaalamu konkolaataan koo xiqqaadha.,General
ጃክሰንስ ሶስት ውሾች እና ሶስት ድመቶች አሉዋቸው።,maatiin jaaksan saawwan sadii fi saree sadii qabu.,General
ወላጆቼ ያውቃሉ።,warri koo waa'ee kanaa ni beeku.,General
ፖሊስ ህገወጥ የመኪና ማቆሚያ ቦታ ላይ እርምጃ መውሰድ ጀመረ።,poolisiin dhaabbii konkolaataa seeraan alaa irratti tarkaanfii fudhachuu jalqabe.,Government
ሁሉም ነገር በጊዜ ዝግጁ መሆኑን አያለሁ።,wanti hundi yeroon akka qophaa'u nan mirkaneessa.,General
አንተ የምታስበውን ያህል ገንዘብ የለኝም።,maallaqa akka isin yaaddan hin qabu.,Business/Economy
ዜናውን ማን ነገረህ፧,oduu kana eenyutu sitti hime?,General
አጭበረበረባት።,innis ishee gowwomse.,General
ቤቱ በደንብ የተሸፈነ ነው።,manni sun akka gaariitti insulaayid ta'ee jira.,Agriculture
አንተ ደደብ!,yaa gowwaa!,General
እሱ ከመልክ በጣም ይበልጣል።,umuriin isaa isa fakkaatu caalaa baayyee caala.,General
የአደጋው ሰለባዎች የአንዳቸውም ስም አልተገለጸም።,maqaan namoota miidhaman keessaa tokkollee hin ibsamne.,General
ጉቦ ልትሰጡኝ ነው፧,malaammaltummaa naaf kennuuf yaalii gochaa jirtaa?,General
ዶክመንተሪዎችን ብዙም አላየሁም።,dokumantarii baay'ee hin ilaalu.,General
በየትኞቹ ቤተ እምነቶች ውስጥ ይፈልጋሉ፧,waldoota amantii akkamii keessatti akkas barbaaddu?,General
ገንዘብ ሁሉም ነገር እንዳልሆነ አውቃለሁ።,maallaqni waan hunda akka hin taane nan beeka.,Business/Economy
ያ ለቶም ነው።,sun toomiif.,General
ቤቱ በየአምስት አመቱ ይሳሉ።,manni kun waggaa shan shaniin dibama.,General
ልጁ ጫካ ውስጥ መንገዱን አጣ።,mucaan kun bosona keessaa karaa dhabe.,General
ይህ ቢላዋ በደንብ አይቆረጥም።,cirrachi kun akka gaariitti hin muru.,Agriculture
ይህን ቆሻሻ ሽንት ቤት ውስጥ የተተወው ማነው፧,jeequmsa kana eenyutu mana fincaanii keessatti dhiise?,General
ከአስራ አምስት ዶላር ያነሰ ነበር።,doolaara kudha shan gadi ture.,Business/Economy
ቶም በትክክል እያስተዳደረ ነው።,toom haala gaariin bulchaa jira.,General
ትምህርት በ8፡30 ይጀምራል,barnoonni ganama sa'aatii 8:30 irraa eegala,Education
መጠጡን ሲወዛወዝ አየሁት።,dhugaatii isaa akka isheen 'spike' gootu arge.,General
መቼ ከኹዋላ እንደምትወጋህ የሚታወቅ ነገር የለም።,yoom dugda si waraantu hin jiru.,Health/Medical
እድሜውን ዋሸ።,waa'ee umurii isaa sobe.,General
ቲሸርቴን ታጠብኩ።,t-shirt koo dhiqe.,General
እውነትን ማወቅ ትፈልጋለህ፧,dhuguma dhugaa beekuu barbaaddaa?,Religion
መልሱን አትንገሩት።,deebii isaa itti hin himiin.,General
እሱን ሳየው አያቴን አስባለሁ።,yeroon isa argu akaakayyuu koo nan yaada.,General
ቶም ለምን እንዲህ ማድረግ አይፈልግም፧,toom maaliif akkas gochuu hin barbaadu?,General
ልክ እንደዛ ነው የምለው።,ani sirriitti akkas jedha.,General
በሌሊት ዝናብ ዘነበ።,halkan roobni roobe.,Agriculture
እሱዋ እንዳንተ ታጋሽ አይደለችም።,isheen akka kee obsa hin qabdu.,General
ወደ ባንክ ሄዶ ገንዘቡን ለወጠ።,baankii dhaqee qarshii isaa jijjiire.,Business/Economy
በተመሳሳይ ጊዜ መተኮስ አለብዎት።,yeroo wal fakkaatutti dhukaasuun dirqama.,General
ባለፈው ሳምንት እህቱን ለማግኘት ሄጀ ነበር።,Torban darbe obboleettii isaa argachuuf deemeen ture.,General
ቶም በራሱ ማድረግ ፈጽሞ አይችልም።,toom gonkumaa ofuma isaatiin hojjechuu hin danda'u.,General
አዲስ ምንጣፍ እንፈልጋለን።,kaarpettii haaraa barbaanna.,General
ለመጀመሪያ ጊዜ ያገኟት መቼ ነበር፧,jalqaba yoom ishee wajjin wal barte?,Government
እዚህ ይምጡ። አንድ ነገር ልነግርህ አለብኝ።,as kottu. waan tokko sitti himuun na barbaachisa.,General
ለምን ፈረንሳይኛ አታጠናም፧,maaliif afaan faransaayii hin barattu?,General
በትናንቱ ኮንሰርት ላይ ብዙ ታዳሚዎች ነበሩ።,konsartii kaleessaa irratti daawwattoonni hedduun turan.,General
ካልኩሌተር በመጠቀም ቁጥሮችን ማከል ቀላል ነው።,shallaggii fayyadamuun lakkoofsota dabaluun salphaadha.,General
ሁሉንም ነገር ያግኙ።,waan hunda argadhu.,General
ቶም ለድመቶቹ ጥቂት ወተት በአንድ ሳህን ውስጥ ፈሰሰ።,toom sareewwan isaatiif aannan tokko tokko saanii tokko keessatti naqe.,Agriculture
እባካችሁ ተጠምታችሁ ኑ።,mee dheebottee koottaa.,General
ፒያኖን የፈጠረው ማን ነው፧,piyaanoo eenyutu kalaqe?,General
ይህን መጽሀፍ አሁን አንብቤዋለሁ።,kitaaba kana amma dubbiseera.,Agriculture
እኔ ከጠበቅኩት የተለየ ነው።,dhuguma waanan eege irraa adda.,General
ማርያም ከፍተኛ ጫማ ያላቸውን ጫማዎች ትወዳለች።,maariyaam kophee kophee olka'aa qabu ni jaallatti.,Religion
አብሬህ እመጣለሁ።,si waliin nan dhufa.,General
ታምሙዋልና መምጣት አይችልም።,sababni isaas dhukkubsatee dhufuu hin danda'u.,General
የምትፈልገውን ያገኘሁ ይመስለኛል።,waan ati barbaaddu argadhe natti fakkaata.,General
ተመልሶ እንዳይመጣ ከቤት ወጣ።,gonkumaa akka hin deebineef manaa ba'e.,General
መገፋት አልወድም።,dhiibamuu hin jaalladhu.,General
ከእራት በኹዋላ በባህር ዳርቻ ላይ እጓዛለሁ።,irbaata erga nyaadhee booda qarqara galaanaa irra nan deema.,General
እስካሁን ሸጣችሁት፧,hanga ammaatti gurguratteettaa?,General
መግፋት አቁም።,dhiibuu dhiisaa.,General
እባክህ ፓስፖርትህን አሳየኝ,maaloo paaspoortii kee natti agarsiisi.,Government
ለሁሉም ሰው የሚሆን በቂ ኬክ የለም።,keekiin nama hundaaf gahaa miti.,General
ልጄን ቶምን በደንብ ተንከባከብ።,intala koo toom akka gaariitti kunuunsi.,Agriculture
ጋዜጦቹ ምን ይላሉ፧,gaazexoonni maal jedhu?,General
ብዙ ሰዎችን እጠላለሁ።,namoota baay'een jibba.,General
ሁሉም ነገር የተወሳሰበ ነው።,wanti hundi walxaxaa dha.,General
ከሩቅ ከተማ አየሁ።,fagootti magaalaa tokkon arge.,General
እንዴት ነው በአንተ ላይ ማድረግ የምችለው፧,akkamittan yoomiyyuu siif tolchuu danda'a?,General
እስከ 10፥00 ድረስ ልትሰራ ነው፧,hanga sa'aatii 10:00tti hojjechuuf jirtaa?,General
ሁለተኛው የአለም ጦርነት በ1945 አብቅቱዋል።,waraanni addunyaa lammaffaan bara 1945 xumurame.,Government
ይህ ክረምት በማይታመን ሁኔታ ሞቃት ነው።,ganna kana haala nama ajaa'ibuun ho'aadha.,Agriculture
ስሙ በመላ ሀገሪቱ ይታወቃል።,maqaan isaa guutuu biyyattii keessatti beekama.,General
በዝርዝሩ ላይ ነዎት፧,tarree kana keessa jirtaa?,General
የማወቅ ጉጉት እንዳለኝ መቀበል አለብኝ።,fedhiin beekuu akkan qabu amanuu qaba.,General
ይህ የሚታመን ታሪክ አይደለም።,kun seenaa amansiisaa miti.,Education
ፖሊሱ ሌባውን አሳደደው።,poolisichi hattuu sana ari'e.,General
ችግርህ በቀላሉ ተዘናግተሃል።,rakkoon kee salphaatti yaadni kee akka hihhiramtudha.,General
ቶም የኦፔራ ዘፋኝ ነው።,toom weellisaa opereetaa ti.,General
ይህን ለማድረግ አስቸጋሪ ይሆናል።,sana gochuun ni ulfaata.,General
ድብ ዛፍ ላይ መውጣት ይችላል።,risaa muka yaabbachuu danda'a.,Agriculture
ተመልሼ መፈተሽ አለብኝ።,duubatti deebi'ee ilaaluun qaba.,General
ፖሊስ በማንኛውም ደቂቃ እዚህ ይሆናል።,poolisiin daqiiqaa kamiyyuu as ni jiraata.,Government
ያገባ ነው ወይስ ያላገባ፧,heerumtee moo qeenxee jiraa?,General
እንዴት ያለ ትልቅ ዱባ ነው!,paampii guddaa akkamii!,General
ልደውልላት ስል፣ ደብዳቤ ደረሰላት።,yeroon bilbiluuf jedhutti xalayaan ishee irraa dhufe.,Religion
የእሱዋ ያልተለመደ ባህሪ ጥርጣሬያችንን ፈጠረ።,amalli isheen hin baratamne shakkii nutti fide.,General
ቶም ለማርያም አንድ ኩባያ ሻይ አፈሰሰ።,toom shaayii tokko meeriif dhangalaase.,Agriculture
ቶም ባዶ ብልቃጥ አገኘ።,toom qaruuraa duwwaa tokko argate.,General
ለእናንተ እርዳታ ባይሆን ኖሮ በእርግጥ ወድቄ ነበር።,osoo gargaarsa keessan ta'uu baatee silaa akkan kufe beekamaadha.,General
ደስተኛ እንድትሆኑ ብቻ ነው የምፈልገው።,akka ati gammaddu qofan barbaada.,General
ስራውን የጨረስኩት በስድስት አመቴ ነው።,sa'aatii ja'aatti hojiin xumure.,General
ለሰላሳ ደቂቃዎች ተነጋገርን።,daqiiqaa soddoma haasofne.,General
በትንፋሽ ጠበቅን።,hafuura bated qabannee eegne.,General
ውሾችን ትፈራለች።,isheen saawwan sodaatteetti.,General
ከመጽሃፍቱ መደርደሪያ መጽሀፍ ወሰደ።,kitaaba tokko sheelfii kitaabaa keessaa fudhate.,Education
ንብረታቸውን አጥተዋል።,qabeenya isaanii dhaban.,Agriculture
ቶም እንደ ሁልጊዜው ስራ በዝቶበታል።,toom akkuma yeroo hundumaa hojiin itti baay'ateera.,General
ሌላ እድል ላገኝ እችላለሁ።,carraa biraa argachuu dhiisuu danda'a.,General
ሰማዩ በከዋክብት የተሞላ ነበር።,samiin urjiidhaan guutamee ture.,General
በማለዳ አልነሳም።,ganama barii hin ka'u.,General
በተቻለን ፍጥነት ከዚህ መውጣት እንፈልጋለን።,dafnee as bahuu barbaanna.,General
ይህንን ምርት በጃፓን ውስጥ ማሰራጨት እንፈልጋለን።,oomisha kana jaappaan keessatti raabsuu barbaanna.,Agriculture
ስሙ ሲጠራ አልሰማም።,maqaan isaa waamamuu hin dhageenye.,General
ጥሩ የሜክሲኮ ምግብ ቤት አገኘሁ።,manni nyaataa gaarii meeksikoo argadhe.,General
አባቱ መሞቱን ነገረኝ።,abbaan isaa akka du'e natti hime.,Religion
እንባ የህጻን መሳሪያ ነው።,imimmaan meeshaa daa'imaati.,General
ቶም ያንን ሲመጣ አላየውም።,toom isa sana dhufuu isaa hin argine.,General
ድመቱዋ ከሶፋው ስር ተደብቁዋል።,sareen sofaa jala dhokattee jirti.,General
ያ ነው ልዩነቱ።,sun addaa isaati.,General
በአደባባይ መናገር ያስጨንቀኛል።,ummata duratti dubbachuun na rifachiisa.,General
ቁርስ እየበላን ብዙ ጊዜ ቴሌቪዥን እንመለከታለን።,yeroo baayyee osoo ciree nyaannu tv ilaalla.,General
መጠበቅ!,ba'aa!,General
እንደ ወረቀቱ ከሆነ በቦስተን ውስጥ ትልቅ እሳት ነበረ።,"akka barruun kun jedhutti, boston keessatti ibiddi guddaan ka'eera.",General
ቀጠሮ አለህ፧,beellama qabduu?,Business/Economy
እንደዚህ ባለ ውድ ሬስቶራንት ለመብላት አቅም የለኝም።,mana nyaataa qaalii akka kanaa nyaachuu hin danda'u.,General
ይዋል ይደር እንጂ እንሞታለን።,yeroo gabaabaa keessatti ni duuna.,General
የታወቀ ይመስላል።,kan barame fakkaata.,General
ይህ ጨዋታ አስደሳች ነው።,taphni kun nama gammachiisa.,General
ብዙ ችግር ስለፈጠርኩ ይቅርታ።,dhiifama rakkoo hedduu fideef.,Religion
ቤት ውስጥ ፈጽሞ አልጠጣም።,mana keessatti dhugee hin beeku.,General
የድምጽ ፋይሎችን በአፍ መፍቻ ቁዋንቁዋቸው ከድረ-ገጻችን ማውረድ ይችላሉ።,faayilota sagalee namoota afaan dhalootaatiin dubbatamaniin marsariitii keenya irraa buufachuu dandeessu.,Government
ትኬት አለኝ።,duraanis tikkeettii qaba.,General
እናቱዋ የት እንዳለች ጠየቃት።,haati ishee eessa akka jirtu ishee gaafate.,General
ስላም፧,akkam jirta?,Agriculture
የሀገር ሙዚቃን እንዴት እንደምዘምር ያስተማረኝ ቶም ነበር።,toom nama akkaataa muuziqaa biyyaa itti sirbu na barsiise ture.,Education
ኬትጪፕ አለ፧,ketchup tokko tokko jiraa?,General
ያ ቀን ህይወቴን ለውጦታል።,guyyaan sun jireenya koo jijjiire.,General
ለማን ደብዳቤ ጻፍክ፧,xalayaa eenyuuf barreessite?,General
አንድ አይነት ችግር መኖር አለበት።,rakkoon gosa tokkoo jiraachuu qaba.,General
ቆንጆ መሆንም የራሱ አሉታዊ ጎን አለው።,bareedaa ta'uunis miidhaa qaba.,General
ስሜቱን አታበላሹ።,miira hin balleessinaa.,General
የበለጠ ዘና ያለ ህይወት መኖር ፈለገች።,jireenya caalaatti boqonnaa qabu jiraachuu barbaadde.,General
የበሩ ቁልፍ ስለጠፋኝ ወደ ቤት መግባት አልቻልኩም።,"furtuu balbalaa waanan dhabeef, mana seenuu hin danda'u.",General
አዲሱ አገልጋይ በጣም የተሻለ አፈጻጸም ሊኖረው ይገባል።,sarvariin haaraan kun ga'umsa baayyee fooyya'aa qabaachuu qaba.,General
ብዙ ጊዜ አሳ በማጥመድ እሄዳለሁ።,yeroo baayʼee qurxummii qabuuf nan deema.,General
ምንም እንኳን አደጋው ከስድስት ወር በፊት ቢሆንም አንገቴ አሁንም ያማል።,balaan kun ji'a jaha dura ta'us ammallee mormi koo na dhukkubsa.,General
እኔ አልነበርኩም። ድመቱዋ ነበር።,ana hin turre. saree sana ture.,General
ስኬታማ ነን።,milkaa'ina arganneerra.,General
አልረፈደም አይደል፧,hin harkifne mitii?,Health/Medical
ብዙ ተሰቃየን።,baay'ee rakkanne.,General
ቀድማ መነሳት ለምዳለች።,daftee ka'uu baratteetti.,General
ወዲያው አየችኝ ወደ እኔ አቅጣጫ መሮጥ ጀመረች።,akkuma ija natti qabatteen kallattii kootti fiiguu eegalte.,General
እሱ በጣም ጥሩ አይደለም።,inni baay'ee itti hin ga'u.,General
ጥሩ ሰው ይመስለኛል።,nama gaarii natti fakkaata.,General
ደክሞኛል፣ እና ሲደክመኝ ብዙ ስህተት እሰራለሁ።,"dadhabe, yeroon dadhabe immoo dogoggora baay'een hojjedha.",General
ለሁላችሁም መጠጥ ልጠጣ እችላለሁ፧,lamaan keessan keessaa tokko dhugaatii argachuu nan danda'aa?,General
እሱ ስለታም ተኳሽ ነው።,inni nama dhukaasa qara qabuudha.,General
ይቅርታ አባቴ እዚህ የለም።,dhiifama abbaan koo as hin jiru.,Religion
ቶም በመስመር ላይ ቆመ።,toom tarree dhaabatee ture.,General
ይህ የሚሸጥ ነው፧,kun gurgurtaaf jiraa?,General
ጸሀይ ሁልጊዜ በምስራቅ ትወጣለች።,yeroo hunda aduun gara bahaatti baatee jirti.,General
ስለዚህ መጽሀፍ ምን ያስባሉ፧,kitaaba kana maal jettu?,General
ብዙ ቅሬታዎች እየደረሱኝ ነው።,komiin baay'ee natti dhiyaachaa jira.,General
እኛ በጣም እርግጠኞች አይደለንም።,akkas ofitti amanamummaa hin qabnu.,General
የቶም ልደት ከትናንት በፊት አንድ ቀን ነበር።,guyyaan dhaloota toom kaleessa guyyaa duraa ture.,Religion
ዛሬ ቀደም ብዬ ልሄድ ነው።,har'a dafee deemuuf deema.,Health/Medical
እንደዚህ አይነት አያያዝ አልወድም።,akkasitti ilaalamuu natti hin tolu.,General
እውነቱን ለመናገር እኔ ምንም ግድ የለኝም።,dhugaa dubbachuuf baay'ee na hin dhibu.,General
ከክፍሉ ወጣች።,kutaa sana keessaa baate.,General
በፍጥነት ወደ አደጋው ቦታ ሄዱ።,ariitiin gara bakka balaan kun itti dhaqqabe.,General
ሰማዩ ብሩህ እና ግልጽ ነበር።,samiin ifaafi qulqulluu ture.,General
ቶም ፈጽሞ አላሳየም።,toom gonkumaa hin agarsiise.,General
እህትሽ እንዴት ነሽ፧,obboleettiin kee akkam jirti?,General
ግጥሙን ከልቤ አውቀዋለሁ።,walaloo sana qalbiin beeka.,General
በልጅነቴ አንዳንድ ሞዴሊንግ ሰርቻለሁ።,yeroon xiqqaa turetti moodeela tokko tokko hojjedheera.,General
ዝግጁ ስትሆን ላየው እችላለሁ።,yeroo qophooftu ilaaluu nan danda'a.,General
ፈረንሳይኛ አውቃለሁ።,afaan faransaayii nan beeka.,General
ለእሱ መንጠቆ፣ መስመር እና መስመጥ ወደቀ።,"innis hook, line, fi sinker itti kufe.",General
ጥቂት ሰዎች በቴክኒካል ክፍለ ጊዜ አጀንዳ ላይ ከቀኑ በኹዋላ በአንዳንድ ክፍለ-ጊዜዎች ላይ መገኘት እንደሚፈልጉ ጠቅሰዋል።,namoonni muraasni ajandaa walgahii teeknikaa irratti guyyaa booda walgahii tokko tokko irratti hirmaachuu akka barbaadan kaasaniiru.,General
በእንግሊዘኛ አነጋገርኩት፣ ግን ራሴን መረዳት አልቻልኩም።,"afaan ingiliffaan isa haasofsiise, garuu of hubachiisuu hin dandeenye.",General
አሪፍ አይደለም፧,sun waan nama sodaachisu mitii?,General
አባቴ በጃፓን መተዳደር የማይችል ሰው ሰነፍ እንደሆነ ያምን ነበር።,abbaan koo namni jaappaan keessatti jireenya isaa jiraachuu hin dandeenye kamiyyuu dadhaboo akka ta'e amana ture.,Religion
ያንን ላድርግ።,mee akkas haa godhu.,General
ቶም ወንድም አለው።,toom obboleessa tokkos qaba.,General
ምንም ይሁን ምን እደግፍሃለሁ።,waan fedhe haa ta'u si deeggara.,General
ይህን ትሰማለህ፧,kana dhageessa?,General
ቶም የራሱን ስልክ ቁጥር ማስታወስ እንደማይችል ተናግሯል።,toom lakkoofsa bilbilaa ofii isaa yaadachuu akka hin dandeenye dubbateera.,General
ክረምት በሰሜን ቀዝቃዛ ነው።,kaabatti qorri qorra.,Agriculture
እሱዋን ለመጥራት ነጻነት ወሰድኩ።,bilisummaa isheef bilbile.,General
እስካሁን የምሰራውን አላውቅም።,ammatti waanan hojjedhu hin beeku.,General
እነዚያ ባዶ ቃላት ናቸው።,sun jechoota duwwaa dha.,General
